user,embedding
423,"[0.06314028054475784, -0.028953932225704193, 0.075652115046978, 0.06851717084646225, 0.05925052613019943, -0.0634678453207016, 0.06355663388967514, 0.014904923737049103, 0.06331416219472885, 0.053163789212703705, -0.004799149930477142, -0.07559031993150711, 0.04419570416212082, -0.06051482632756233, -0.07166927307844162, -0.006814122200012207, -0.04686952382326126, -0.051354821771383286, -0.03996001183986664, -0.06573076546192169, 0.01104060560464859, 0.01788034290075302, 0.056714750826358795, 0.05997640639543533, -0.01908116787672043, 0.005934163928031921, 0.03260495513677597, 0.014071859419345856, 0.049427710473537445, -0.06359968334436417, -0.06852208822965622, -0.020985785871744156, -0.06025790423154831, -0.05079103261232376, 0.025647461414337158, 0.06049998849630356, -0.06734665483236313, 0.07593751698732376, -0.03283441811800003, -0.06801121681928635, 0.031275130808353424, 0.07104959338903427, 0.04623231291770935, -0.0237603560090065, -0.0479281023144722, -0.033189237117767334, -0.025846444070339203, 0.0651986226439476, 0.03232531249523163, -0.048995353281497955, -0.044163525104522705, 0.005554333329200745, 0.0734589472413063, 0.04046812653541565, -0.05390661954879761, 0.008527770638465881, -0.05002086982131004, 0.0668581947684288, 0.015593916177749634, 0.005903296172618866, -0.05721137672662735, 0.015379078686237335, 0.03215964138507843, 0.03349931538105011]"
468,"[-0.07300736755132675, -0.018308524042367935, -0.04132702574133873, -0.004312589764595032, 0.008602619171142578, 0.04550347477197647, 0.005356200039386749, -0.05595159903168678, -0.0665123388171196, -0.03087836131453514, 0.062068574130535126, 0.025319837033748627, -0.07299014925956726, 0.04007652401924133, 0.019280657172203064, 0.06730543822050095, 0.043559253215789795, 0.016758926212787628, 0.06314801424741745, 0.0018969029188156128, -0.007382810115814209, -0.02059861272573471, 0.035317666828632355, 0.06644434481859207, -0.06113486737012863, 0.07315931469202042, -0.058965303003787994, -0.026462510228157043, 0.048316337168216705, 0.0016144514083862305, 0.01781289279460907, 0.06059438735246658, -0.06027228385210037, -0.031396329402923584, 0.04480217397212982, 0.014026477932929993, 0.04023408144712448, 0.0738975778222084, 0.05498362332582474, -0.03997517749667168, -0.015349127352237701, -0.07097890228033066, -0.058433812111616135, 0.0008382722735404968, -0.05946798622608185, 0.07317269593477249, 0.024656370282173157, -0.019169744104146957, -0.06165661662817001, 0.06916866451501846, -0.04367935657501221, 0.017575562000274658, 0.03669729828834534, -0.01721195876598358, -0.0025062859058380127, 0.0599813386797905, -0.05502279847860336, -0.03413863852620125, -0.040999215096235275, 0.021691031754016876, -0.03953123092651367, -0.018225718289613724, -0.03567143902182579, -0.013203710317611694]"
287,"[0.0004232749342918396, 0.018761925399303436, -0.029670704156160355, 0.0032534226775169373, -0.015512090176343918, -0.0017625018954277039, 0.06040305644273758, 0.07253464311361313, -0.010707177221775055, 0.05017230659723282, 0.04910101741552353, -0.051327675580978394, -0.07684681564569473, -0.056051142513751984, 0.0575471892952919, -0.06217309460043907, 0.03634989261627197, -0.05261922627687454, -0.06314092874526978, 0.02143501490354538, 0.00714835524559021, -0.039865411818027496, 0.03675820678472519, 0.03212588280439377, -0.031791333109140396, 0.05245155841112137, 0.05832657963037491, 0.02411775290966034, 0.027338460087776184, -0.04919266700744629, 0.03254886716604233, 0.026317976415157318, 0.046750351786613464, 0.03393363952636719, -0.031059902161359787, 0.07504043728113174, 0.06439235061407089, 0.058082081377506256, -0.018822629004716873, 0.06957986205816269, 0.05395681411027908, -0.03482693061232567, -0.025598742067813873, 0.06412088125944138, -0.04227336496114731, -0.002623341977596283, -0.0343676432967186, 0.02809639275074005, -0.06302637606859207, -0.047803960740566254, 0.05984813719987869, 0.014814674854278564, -0.0503733828663826, -0.05345623940229416, 0.0028845518827438354, 0.056295476853847504, 0.008642517030239105, -0.05018751323223114, 0.013182297348976135, -0.02330823987722397, -0.03649677336215973, -0.06597443670034409, 0.061288513243198395, 0.025394655764102936]"
894,"[0.04271896183490753, 0.05941752344369888, 0.06876472383737564, 0.018614858388900757, -0.05838470160961151, 0.028690241277217865, 0.0585051104426384, 0.015452951192855835, 0.04881111532449722, -0.03690505772829056, 0.055145688354969025, -0.0758974552154541, -0.04972079396247864, -0.03775908052921295, -0.015413660556077957, -0.050481345504522324, -0.012288704514503479, -0.06864281743764877, 0.02946503460407257, -0.04566945880651474, 0.06554394215345383, 0.032644741237163544, 0.03663121908903122, 0.06522303074598312, 0.06405384093523026, 0.06970708817243576, -0.03166639059782028, -0.03337780758738518, -0.02973106876015663, -0.05866417661309242, 0.01883753389120102, -0.004105955362319946, 0.0487513467669487, -0.004843428730964661, -0.03521030396223068, -0.033032409846782684, -0.028756648302078247, -0.012460187077522278, -0.06574639678001404, -0.03597345948219299, 0.031091146171092987, -0.04855675250291824, -0.02153005450963974, -0.05904350429773331, 0.05058462172746658, -0.05301011726260185, 0.05455372482538223, 0.06719932705163956, -0.011387601494789124, 0.05518262833356857, -0.013479538261890411, -0.02192411944270134, -0.044613197445869446, -0.0043578967452049255, -0.034688085317611694, -0.04092658311128616, 0.06920883804559708, 0.022103913128376007, -0.0771092027425766, -0.001990988850593567, -0.0485779233276844, -0.04349735379219055, -0.00718969851732254, 0.01725231111049652]"
869,"[0.05960788577795029, 0.002536587417125702, -0.026469308882951736, 0.05546002835035324, -0.005086153745651245, -0.014631599187850952, 0.06825495511293411, -0.031787045300006866, 0.03798004984855652, 0.05018392950296402, 0.03209904581308365, 0.04775470495223999, 0.03374865651130676, 0.0574098601937294, -0.02808532491326332, 0.02664829045534134, 0.022300995886325836, -0.05022967606782913, 0.02208830416202545, -0.02586570382118225, 0.04995439201593399, -0.04373251646757126, -0.020648762583732605, 0.05721632391214371, -0.01065799593925476, -0.020060889422893524, -0.023763321340084076, 0.06821171194314957, -0.07426760345697403, -0.003405064344406128, 0.03595273941755295, 0.04202061891555786, 0.010042652487754822, -0.006594844162464142, -0.03590461239218712, -0.04196850210428238, -0.060977958142757416, 0.019835330545902252, -0.05014317110180855, 0.06836392730474472, 0.01440662145614624, 0.06445705145597458, -0.0677231103181839, -0.053943321108818054, -0.07347562909126282, -0.03249954804778099, -0.06015584617853165, -0.07433418184518814, 0.04577488452196121, -0.019378818571567535, 0.03912387788295746, 0.05287943035364151, 0.043176084756851196, 0.028847672045230865, -0.004042491316795349, 0.02079036831855774, -0.025523103773593903, -0.047564782202243805, -0.013761796057224274, -0.05675999075174332, 0.008932538330554962, -0.032709624618291855, -0.006400831043720245, 0.0033377185463905334]"
639,"[0.03937283158302307, -0.01272629201412201, 0.01159600168466568, 0.046622708439826965, 0.010527200996875763, -0.05858404189348221, 0.06541969627141953, 0.04827111214399338, -0.012595444917678833, 0.0685601606965065, -0.021674003452062607, -0.039861049503088, -0.032808687537908554, -0.004524149000644684, -0.05817515030503273, -0.030548185110092163, -0.012475341558456421, -0.0660824254155159, -0.008725352585315704, 0.01894945651292801, 0.0009254217147827148, 0.029597841203212738, 0.015104725956916809, 0.07309528440237045, 0.004949100315570831, 0.04552460461854935, 0.06842415779829025, -0.009736888110637665, 0.03102048486471176, -0.019538946449756622, -0.014458127319812775, 0.02577856183052063, 0.043384455144405365, 0.040917687118053436, 0.018151946365833282, -0.05044931173324585, 0.044901251792907715, 0.030602559447288513, 0.0227469801902771, 0.05458954721689224, -0.07540890574455261, 0.03522631525993347, -0.07614871114492416, -0.07311462610960007, -0.022307343780994415, -0.03380874544382095, 0.027897976338863373, -0.04827249050140381, -0.009332619607448578, -0.039003849029541016, 0.060537539422512054, -0.046642422676086426, 0.04624604433774948, 0.05875229090452194, 0.0176999494433403, -0.04928511381149292, -0.04039201885461807, 0.044962018728256226, 0.047498658299446106, -0.04596703499555588, 0.056719519197940826, 0.008413411676883698, 0.03384782373905182, 0.007265098392963409]"
539,"[0.05940856784582138, 0.0125521719455719, -0.06091112643480301, 0.0007648691534996033, 0.008819594979286194, 0.016969852149486542, 0.015402168035507202, 0.01397377997636795, 0.06947851926088333, -0.03759858384728432, -0.05055449903011322, 0.028600342571735382, -0.07337705045938492, -0.006407499313354492, -0.01776283234357834, 0.028382420539855957, 0.07478984445333481, -0.021245311945676804, -0.03926008194684982, 0.012774348258972168, 0.013318032026290894, -0.018820740282535553, 0.05943705886602402, 0.01666416972875595, 0.05178121477365494, -0.06822959333658218, -0.030778825283050537, -0.07094501703977585, 0.03510229289531708, 0.07228707522153854, 0.004864126443862915, -0.061879172921180725, -0.05211587995290756, 0.07239095121622086, 0.026605762541294098, 0.04308830201625824, -0.07710375636816025, 0.0482049360871315, 0.02696164697408676, -0.015123952180147171, -0.045353975147008896, 0.04769182950258255, -0.05169008672237396, 0.005769871175289154, 0.02590944617986679, 0.007234647870063782, -0.0675906240940094, 0.0038744211196899414, -0.022093530744314194, 0.076084204018116, -0.009813293814659119, 0.004761300981044769, 0.04121550917625427, 0.026114225387573242, -0.0012815073132514954, 0.07589104026556015, -0.07329162210226059, 0.05600465089082718, -0.03835022822022438, -0.054183460772037506, -0.01309823989868164, 0.07005030661821365, 0.0167241171002388, -0.07109758257865906]"
500,"[-0.00537186861038208, -0.04194434732198715, 0.04448983818292618, -0.05331162363290787, -0.0646580383181572, -0.07711363583803177, -0.07233399897813797, 0.06638682633638382, -0.003608129918575287, 0.019126445055007935, 0.07321827858686447, 0.01164272427558899, 0.06365815550088882, 0.045034557580947876, 0.04944434016942978, 0.00010640174150466919, -0.0025045648217201233, -0.06479457765817642, 0.004130281507968903, 0.006063416600227356, -0.04075220972299576, -0.042524415999650955, -0.008609622716903687, 0.013080283999443054, 0.05854625254869461, 0.013665087521076202, 0.03919801861047745, 0.06006249040365219, 0.06430374830961227, -0.003685764968395233, 0.03682859241962433, -0.0029325932264328003, 0.017217695713043213, 0.002393096685409546, -0.05922096595168114, 0.032542482018470764, -0.04907745122909546, 0.05954284220933914, -0.006233401596546173, -0.035361818969249725, 0.06744671612977982, 0.014796838164329529, 0.030081644654273987, 0.07557376474142075, 0.06365040689706802, 0.038132280111312866, 0.05605468899011612, 0.0590880885720253, -0.0020439326763153076, 0.026624895632267, -0.034081973135471344, -0.0512651689350605, 0.016081176698207855, -0.06752999126911163, 0.00609058141708374, 0.02088356763124466, -0.0657767653465271, -0.040994301438331604, -0.036345984786748886, 0.0568435862660408, -0.06849250197410583, -0.0469612292945385, -0.04076676070690155, 0.07185130566358566]"
482,"[0.04949169605970383, -0.07112587243318558, -0.0601993165910244, -0.03491026908159256, -0.06592288613319397, -0.04651935398578644, 0.07243139296770096, -0.04810497909784317, 0.04088719189167023, 0.05298537760972977, -0.03478305786848068, 0.07698936015367508, 0.058219097554683685, -0.06642423570156097, 0.05922844260931015, 0.02401295304298401, -0.033800795674324036, -0.0227152481675148, 0.03486613184213638, -0.016992874443531036, 0.06928945332765579, 0.07125254720449448, -0.061193592846393585, -0.023238468915224075, 0.015423901379108429, 0.021922238171100616, -0.046581849455833435, -0.0750008076429367, -0.018629278987646103, -0.011656150221824646, -0.04073968902230263, 0.03478260338306427, 0.04069460183382034, -0.041394613683223724, 0.023967057466506958, 0.06422659009695053, 0.07404854148626328, -0.0494772307574749, 0.07572104781866074, -0.07245814055204391, 0.04644565284252167, -0.049189914017915726, -0.02507847175002098, 0.00926409661769867, 0.020182445645332336, -0.04610787704586983, -0.04763207584619522, 0.021909542381763458, -0.013955153524875641, -0.05495180934667587, 0.054631106555461884, 0.019527152180671692, 0.017331138253211975, 0.03716002404689789, 0.07332425564527512, 0.05591662973165512, 0.004754781723022461, -0.05730673298239708, -0.017855927348136902, -0.07701842486858368, 0.06894458085298538, -0.07083643227815628, 0.07466932386159897, -0.022228550165891647]"
335,"[-0.018838953226804733, -0.04381971061229706, 0.028550490736961365, 0.02978624403476715, 0.060944922268390656, -0.052350204437971115, -0.07600241154432297, 0.056402601301670074, 0.07390762120485306, 0.014859803020954132, -0.010871529579162598, 0.03249909728765488, -0.0725908949971199, -0.016543839126825333, 0.04444505274295807, -0.02547195926308632, 0.014842472970485687, 0.05065227299928665, -0.028691940009593964, -0.06803587824106216, -0.024371236562728882, -0.057285696268081665, -0.06964416056871414, -0.008585140109062195, 0.07298824936151505, -0.0200621597468853, 0.00930497795343399, 0.00758419930934906, -0.03812465816736221, -0.05921058729290962, 0.04179026186466217, -0.05501924827694893, -0.07469072937965393, -0.06302845478057861, 0.012301735579967499, 0.019330084323883057, 0.05781043320894241, -0.046706974506378174, -0.04746021330356598, -0.028008442372083664, -0.02093915268778801, 0.07182783633470535, -6.535649299621582e-05, -0.0630117654800415, -0.04490114748477936, 0.018647119402885437, -0.027348969131708145, 0.011074192821979523, -0.0765729695558548, 0.06434696167707443, -0.06624364852905273, 0.06184438616037369, 0.053797878324985504, 0.002301029860973358, -0.03489641100168228, -0.03630521148443222, 0.007230609655380249, 0.012721769511699677, -0.023378465324640274, 0.008770644664764404, 0.061507515609264374, -0.017464786767959595, 0.040701672434806824, -0.0203249454498291]"
849,"[0.062463320791721344, -0.00375240296125412, 0.026734404265880585, -0.010324649512767792, -0.06523650139570236, -0.06664714962244034, 0.046079158782958984, 0.04149762541055679, -0.07170148193836212, 0.03384288400411606, 0.06275523453950882, -0.011699452996253967, -0.05819565802812576, -0.052722491323947906, 0.01701168715953827, 0.01706039160490036, 0.03402051329612732, 0.04361791908740997, -0.05785021930932999, -0.022828467190265656, 0.018601156771183014, 0.042863957583904266, 0.021323196589946747, -0.06911971420049667, 0.07332535833120346, -0.03739015385508537, -0.0517447367310524, 0.00120466947555542, -0.07401634752750397, 0.03712911158800125, -0.06423038244247437, 0.07550521939992905, 0.03595300763845444, 0.06191485375165939, -0.07494164258241653, 0.04124538600444794, -0.05462312325835228, 0.020340047776699066, -0.04354102537035942, 0.024217069149017334, -0.03646394982933998, -0.055208198726177216, 0.04043576121330261, -0.0323762446641922, 0.0351104810833931, -0.061187494546175, -0.07536426931619644, 0.006672650575637817, 0.07652360945940018, 0.010768428444862366, 0.017628349363803864, 0.04360034316778183, 0.001296602189540863, -0.005974695086479187, -0.05015384405851364, 0.07647985965013504, -0.01473185420036316, -0.010041110217571259, -0.06268823146820068, 0.07285226136445999, -0.06971094757318497, -0.04976770281791687, -0.02258509024977684, -0.056006789207458496]"
