item,embedding
7,"[-0.049740083515644073, -0.06899936497211456, 0.06341329962015152, 0.06614277511835098, 0.06903242319822311, -0.06894943863153458, 0.07236789911985397, -0.057546742260456085, 0.05969613045454025, -0.019977986812591553, 0.0001776367425918579, -0.052558086812496185, 0.03651580959558487, 0.07279800623655319, 0.05510511249303818, -0.017485126852989197, -0.037443459033966064, 0.017121806740760803, 0.008553259074687958, 0.057620175182819366, 0.033946163952350616, 0.008084379136562347, -0.07151857763528824, -0.054700881242752075, 0.02763870358467102, -0.046369388699531555, 0.01861879974603653, 0.02609681338071823, -0.047604549676179886, 0.045633621513843536, 0.028966151177883148, 0.05552589148283005, 0.05910826474428177, 0.008536897599697113, 0.07904396206140518, 0.02339138090610504, -0.04888799041509628, -0.001769527792930603, 0.0010277703404426575, -0.019079990684986115, -0.001681298017501831, -0.08301375806331635, -0.006654277443885803, 0.0010702311992645264, -0.004016250371932983, -0.04119403287768364, -0.0023436322808265686, 0.05921570211648941, 0.010229595005512238, -0.03522733598947525, 0.013606898486614227, 0.07822892814874649, -0.017399340867996216, -0.03908100724220276, 0.01746511459350586, 0.07216561585664749, 0.010414518415927887, 0.010580159723758698, 0.0507979616522789, 0.08081448823213577, -0.08062706142663956, 0.00978679209947586, -0.0005694553256034851, -0.020046979188919067]"
127,"[-0.02406039834022522, 0.017027266323566437, -0.031915392726659775, 0.013294488191604614, -0.054261352866888046, -0.06379583477973938, -0.021879449486732483, -0.0015973374247550964, -0.07059308141469955, 0.047520674765110016, 0.060101158916950226, 0.0538741871714592, -0.05103093758225441, 0.06523754447698593, -0.030106499791145325, 0.01979851722717285, -0.057237543165683746, -0.020781975239515305, -0.059349700808525085, -0.026576559990644455, -0.02630048617720604, 0.06029348820447922, -0.01595880836248398, 0.042307622730731964, -0.05087250843644142, 0.008513592183589935, -0.05426677316427231, -0.013067677617073059, 0.07364249974489212, 0.06888005882501602, -0.009473182260990143, 0.06579544395208359, -0.04128248989582062, -0.08293616026639938, 0.010677158832550049, -0.01594279706478119, 0.05251786857843399, -0.010106712579727173, 0.03358183056116104, -0.010563403367996216, 0.039342381060123444, 0.03394453227519989, -0.04456887021660805, 0.06373051553964615, 0.07227345556020737, -0.02690940722823143, 0.04428961127996445, 0.05143225938081741, 0.06485592573881149, -0.060003817081451416, 0.006900891661643982, -0.020040996372699738, -0.011529400944709778, -0.007220171391963959, -0.06619612127542496, -0.015189699828624725, -0.07450977712869644, 0.008104033768177032, -0.07854402810335159, 0.049568407237529755, 0.07554399222135544, 0.012383729219436646, -0.08125664293766022, 0.015316672623157501]"
117,"[0.035196855664253235, 0.07737275213003159, 0.06171268969774246, 0.060688458383083344, 0.05864345282316208, -0.032347530126571655, 0.08075926452875137, -0.057510361075401306, 0.055098094046115875, -0.012881122529506683, 0.004957012832164764, 0.040115661919116974, 0.0760587677359581, 0.022443324327468872, 0.027764126658439636, 0.007339976727962494, -0.06375312060117722, 0.0372767299413681, 0.016956374049186707, -0.011143997311592102, -0.01038450002670288, 0.04628255218267441, 0.0778607502579689, -0.0030844882130622864, -0.06868576258420944, -0.013498835265636444, -0.06602952629327774, 0.02430364489555359, -0.05413459986448288, -0.0005712881684303284, 0.062469251453876495, 0.056070201098918915, 0.05870673805475235, 0.06467124074697495, 0.07465972751379013, -0.03869137540459633, 0.062359847128391266, -0.012528561055660248, -0.03923109918832779, -0.06815218180418015, -0.0012073144316673279, -0.026774656027555466, -0.011911943554878235, 0.04871181398630142, 0.034625932574272156, -0.03489237651228905, -0.019852474331855774, 0.06806523352861404, -0.023777451366186142, -0.056380920112133026, 0.058305807411670685, -0.034802306443452835, 0.08294238895177841, 0.007614418864250183, -0.06313321739435196, -0.0786389708518982, 0.03200799226760864, -0.06905081868171692, -0.0047941431403160095, 0.06795939058065414, 0.05875668674707413, -0.0721326470375061, 0.07824946194887161, 0.006408318877220154]"
174,"[-0.03632954880595207, -0.03607799485325813, 0.01268177479505539, 0.024896517395973206, -0.027752205729484558, -0.006891064345836639, 0.06670976430177689, 0.04268357902765274, -0.07080390304327011, -0.07727028429508209, -0.06507781147956848, -0.004363164305686951, 0.008681997656822205, 0.0018657892942428589, -0.07868610322475433, 0.06840977817773819, -0.020154982805252075, -0.005499906837940216, -0.04956531152129173, -0.027912482619285583, 0.043375708162784576, 0.04830304533243179, 0.060202546417713165, 0.00983378291130066, -0.016952872276306152, -0.058955252170562744, -0.02084953710436821, 0.06470312923192978, 0.06875435262918472, 0.06902606040239334, -0.0490090548992157, -0.059328626841306686, -0.050649821758270264, 0.0557301864027977, -0.003962554037570953, 0.013770192861557007, -0.004660457372665405, 0.02420375496149063, -0.010432027280330658, -0.026196762919425964, -0.022132117301225662, -0.06550806760787964, 0.038887664675712585, 0.06561032682657242, -0.010986030101776123, -0.021527979522943497, 0.01583152264356613, -0.08308827131986618, 0.007654182612895966, 0.0793476328253746, 0.06567943841218948, -0.02726832404732704, -0.01857474446296692, -0.023061685264110565, 0.009767457842826843, 0.003422461450099945, 0.07607301324605942, 0.03153916448354721, 0.021830953657627106, -0.07791696488857269, 0.04673787206411362, 0.05509578436613083, 0.015344925224781036, -0.05726282671093941]"
98,"[-0.04581134766340256, 0.07342932373285294, -0.046806372702121735, -0.018094845116138458, 0.0021217167377471924, 0.021312430500984192, 0.07796009629964828, 0.03882241249084473, 0.04398072510957718, -0.0772298276424408, 0.07387637346982956, -0.020734507590532303, -0.04160996526479721, -0.07738461345434189, -0.058298103511333466, -0.041090935468673706, 0.0469483956694603, 0.07994844764471054, -0.07422278076410294, 0.042585648596286774, -0.008289478719234467, 0.060909204185009, -0.064936064183712, 0.000166967511177063, 0.06990546733140945, 0.018622465431690216, 0.04964833706617355, -0.025126691907644272, 0.032564207911491394, -0.06635565310716629, 0.046401865780353546, 0.0015853047370910645, -0.033658452332019806, -0.03580186888575554, -0.07579682767391205, -0.0386505126953125, -0.015162169933319092, -0.030165184289216995, 0.000540606677532196, 0.026335708796977997, 0.06770350784063339, -0.02890913188457489, -0.04525172337889671, 0.06595522910356522, 0.07817653566598892, -0.06354313343763351, 0.0570731982588768, 0.013047479093074799, -0.06829901784658432, 0.07734406739473343, 0.05002068728208542, 0.04295522719621658, -0.04085508733987808, 0.01630871742963791, 0.0761510506272316, 0.06157427281141281, 0.06814023107290268, 0.017265722155570984, 0.06882163137197495, -0.02508963644504547, -0.07206506282091141, -0.041496530175209045, 0.0809193029999733, -0.057410962879657745]"
56,"[-0.023685477674007416, -0.010307341814041138, 0.07599347084760666, 0.07513938099145889, 0.058072544634342194, -0.061254262924194336, -0.029207386076450348, -0.07745502889156342, 0.07724704593420029, 0.0350242555141449, -0.037354543805122375, 0.018427185714244843, -0.006040818989276886, 0.025022655725479126, 0.07895953208208084, -0.028923898935317993, -0.03022065758705139, -0.07664236426353455, 0.03244544565677643, -0.04405366629362106, -0.040394943207502365, 0.045983947813510895, 0.05880238860845566, -0.0385662280023098, 0.012811847031116486, 0.01145855337381363, -0.01815524697303772, -0.025793012231588364, -0.020213842391967773, -0.0450667105615139, 0.004020273685455322, 0.059927187860012054, -0.023579973727464676, 0.00909857451915741, -0.08235916495323181, 0.06774698942899704, 0.06267806142568588, -0.04958845302462578, 0.02186698466539383, 0.04484150558710098, -0.0043568238615989685, -0.03799973428249359, 0.06672117859125137, -0.011332720518112183, 0.02785978466272354, -0.04916390776634216, -0.03816686570644379, 0.06832221895456314, -0.056836843490600586, 0.006684355437755585, -0.037581611424684525, -0.030048638582229614, 0.06873869150876999, -0.03839578479528427, 0.07907813042402267, -0.06279508769512177, 0.02744527906179428, 0.07561402767896652, -0.025215785950422287, 0.03893015533685684, 0.029337503015995026, -0.015936709940433502, 0.011429645121097565, -0.027558322995901108]"
222,"[0.06598009914159775, -0.033635787665843964, 0.012704767286777496, 0.05737996846437454, -0.07917071878910065, -0.013418272137641907, 0.03077065944671631, -0.04515364021062851, -0.017353124916553497, -0.08206888288259506, 0.04352881759405136, 0.08025895804166794, -0.006048217415809631, -0.06766653805971146, -0.05206477642059326, 0.08020199090242386, -0.07892925292253494, 0.06781172007322311, -0.06437927484512329, 0.06242891401052475, -0.019667334854602814, -0.0023431479930877686, -0.05189310014247894, 0.024181127548217773, 0.03718870133161545, -0.04745540767908096, 0.07598157972097397, 0.025504954159259796, 0.044409267604351044, -0.07929354161024094, -0.0015166625380516052, 0.08248961716890335, -0.0031434521079063416, -0.039056017994880676, 0.05990620702505112, -0.039077240973711014, -0.04845142364501953, -0.03387331962585449, -0.022024907171726227, 0.05693992227315903, -0.07644227892160416, -0.0230049230158329, -0.0729980394244194, 0.047938115894794464, -0.06523725390434265, 0.034851834177970886, 5.078315734863281e-05, 0.05078520625829697, 0.06767448037862778, -0.05424431711435318, 0.07461646944284439, -0.017887160181999207, 0.06856366246938705, 0.0784875825047493, 0.01873467117547989, -0.01092568039894104, 0.03281457722187042, -0.007909715175628662, -0.08268623054027557, -0.02651311084628105, 0.04483181983232498, -0.011845894157886505, -0.05012468993663788, -0.04182228073477745]"
172,"[0.021220870316028595, -0.06418116390705109, 0.06986028701066971, 0.07569272071123123, -0.03786857798695564, -0.055304743349552155, 0.007971815764904022, 0.033487215638160706, 0.054697491228580475, 0.06433332711458206, 0.05099814385175705, 0.03772196173667908, -0.06636129319667816, -0.008672252297401428, 0.013508349657058716, -0.0076696500182151794, -0.043681930750608444, -0.061935536563396454, 0.0760076716542244, -0.06298134475946426, 0.04072081297636032, -0.02818959951400757, 0.05211830884218216, 0.048191554844379425, -0.028004497289657593, 0.0544738695025444, -0.08098559826612473, 0.010975219309329987, -0.0480070635676384, -0.03381131589412689, -0.013624288141727448, -0.05997912585735321, -0.07046349346637726, 0.03762563318014145, 0.027952663600444794, -0.058930039405822754, 0.04874514788389206, 0.07198988646268845, -0.007427409291267395, -0.07039053738117218, -0.05613531172275543, -0.04279181361198425, -0.04589994624257088, -0.04693178832530975, -0.07195024192333221, -0.05282403156161308, -0.03730850666761398, 0.03103291243314743, -0.03961019217967987, -0.04369068890810013, 0.010181248188018799, -0.06833541393280029, -0.01397840678691864, 0.0018007829785346985, -0.06735894083976746, -0.059081658720970154, -0.04869617894291878, 0.06954272836446762, -0.027844302356243134, 0.03331734985113144, -0.009591266512870789, -0.03891807422041893, -0.0565444640815258, -0.007957950234413147]"
237,"[-0.08313839882612228, 0.0075886547565460205, 0.008124776184558868, -0.01656629890203476, 0.06572537869215012, -0.04232633486390114, -0.01387421041727066, 0.047916851937770844, -0.03052287921309471, 0.04588807374238968, 0.020756006240844727, 0.06776002794504166, -0.05613408982753754, -0.04357931762933731, 0.07069358974695206, -0.07845054566860199, -0.05030754953622818, -0.0502324141561985, 0.07932326942682266, -0.07533948123455048, -0.07656636834144592, 0.05157580226659775, -0.011779367923736572, -0.07641085982322693, 0.05249466747045517, 0.06844914704561234, 0.011466659605503082, 0.07311529666185379, -0.050847552716732025, 0.04208794981241226, -0.0659497082233429, 0.028473027050495148, -0.018246836960315704, -0.04993259161710739, 0.06385233253240585, 0.015488475561141968, -0.0301310233771801, -0.04363130405545235, 0.01907169073820114, 0.046654112637043, -0.05561511218547821, -0.04759196192026138, 0.0557149276137352, 0.03077641874551773, 0.024449631571769714, 0.07975868135690689, -0.08153481036424637, -0.04573039337992668, 0.011632196605205536, -0.005350872874259949, 0.07795325666666031, -0.06363257020711899, 0.0315198078751564, -0.04716477915644646, 0.0767275020480156, -0.03198294714093208, 0.04623449593782425, -0.07131612300872803, 0.03495129197835922, -0.01140236109495163, 0.05002596229314804, -0.009059213101863861, -0.00030671805143356323, -0.028264746069908142]"
173,"[0.04967055469751358, -0.03992106765508652, 0.0008856505155563354, -0.04329133778810501, 0.03467969596385956, -0.021097950637340546, 0.0135418102145195, 0.01054331660270691, -0.049023110419511795, 0.07877885550260544, 0.0653303936123848, -0.019360579550266266, 0.02978825569152832, 0.042337171733379364, -0.06463401764631271, 0.05564708262681961, 0.07681465893983841, 0.04465646296739578, -0.0779867097735405, -0.0710921511054039, -0.04308237135410309, 0.008551575243473053, -0.020659036934375763, 0.05606500059366226, 0.005756452679634094, 0.05764105170965195, 0.06889819353818893, 0.033849895000457764, 0.06204669922590256, 0.019107669591903687, 0.02296459674835205, -0.021219372749328613, 0.07294464856386185, 0.03727728873491287, -0.055639661848545074, -0.019951462745666504, 0.003399267792701721, 0.022349797189235687, -0.041890550404787064, -0.014678366482257843, 0.049768634140491486, -0.033461280167102814, 0.07656047493219376, 0.007145620882511139, -0.04116327688097954, 0.04673481732606888, 0.07477553933858871, -0.07230953127145767, 0.0042341724038124084, 0.06543342024087906, -0.07254283130168915, -0.013869918882846832, 0.018408775329589844, -0.03162532299757004, 0.058415643870830536, -0.04574745148420334, 0.0738435611128807, -0.04540931060910225, 0.07468011230230331, 0.03587045520544052, -0.07830291986465454, 0.0221523717045784, -0.05764643847942352, 0.004051722586154938]"
204,"[-0.03907427564263344, -0.056843020021915436, -0.0180361345410347, 0.06371264904737473, 0.034991808235645294, 0.021779991686344147, 0.021999284625053406, -0.07469162344932556, 0.022913523018360138, -0.05408916622400284, -0.006284281611442566, 0.03403273969888687, -0.060246579349040985, -0.018470562994480133, 0.051462940871715546, 0.0430261567234993, 0.08265697211027145, 0.0015716552734375, -0.03755473345518112, 0.03934231400489807, 0.012072227895259857, 0.07019824534654617, -0.0003403276205062866, 0.001767769455909729, 0.05399065464735031, 0.061451368033885956, -0.014832325279712677, 0.046164460480213165, -0.035591404885053635, -0.011829420924186707, -0.056338757276535034, 0.01011708378791809, 0.007473580539226532, -0.062406159937381744, 0.07671818882226944, -0.00015254318714141846, -0.04986102133989334, 0.0662970021367073, -0.046292297542095184, -0.042236361652612686, 0.059890396893024445, -0.06791248917579651, -0.03242432326078415, 0.06852813810110092, -0.01498432457447052, -0.0660390853881836, -0.029297739267349243, -0.009007684886455536, 0.07715138047933578, -0.06918280571699142, -0.05510132759809494, -0.021039385348558426, 0.04176025092601776, -0.004656746983528137, 0.03685829043388367, 0.007199570536613464, -0.022210631519556046, -0.030514337122440338, 0.025456272065639496, -0.011451244354248047, -0.011942394077777863, -0.05182740092277527, 0.0278627872467041, 0.07102740556001663]"
