user,embedding
508,"[0.011290593072772026, -0.021164819598197937, 0.004454702138900757, -0.004814139101654291, 0.005827676504850388, -0.02144942805171013, -0.019258469343185425, 0.002376694232225418, 0.015252352692186832, 0.023396801203489304, 0.00966848898679018, -0.022938435897231102, 0.02390345185995102, 0.01863662712275982, 0.0010221392149105668, -0.016052136197686195, -0.0018225921085104346, -0.011363375931978226, 0.0013246933231130242, -0.00817647110670805, 0.004683367908000946, -0.0048950654454529285, -0.0036810555029660463, -0.02349952422082424, 0.010757324285805225, -0.012491272762417793, -0.0028721829876303673, 0.009095719084143639, -0.012699349783360958, 0.01034461334347725, -0.024656986817717552, -0.0256651658564806, -0.012579270638525486, 0.0020775641314685345, 0.0037878593429923058, -0.01722206361591816, 0.014119172468781471, -0.014343857765197754, 0.018128102645277977, -0.001187564106658101, -0.017268501222133636, 0.021659959107637405, -0.024957656860351562, 0.0146978460252285, -0.00966938491910696, 0.01740254834294319, -0.010889288038015366, -0.0031041493639349937, -0.00460138451308012, 0.01638338528573513, -0.013340243138372898, 0.0043452950194478035, 0.009846138767898083, 0.0027428746689110994, -0.014993458054959774, 0.008363701403141022, 0.009110987186431885, -0.0002251828118460253, 0.004552710335701704, -0.013515233062207699, 0.024778928607702255, -0.015116958878934383, 0.011063349433243275, -0.01670878566801548]"
605,"[-0.006837579421699047, -0.014176351018249989, 0.01030381117016077, 0.007027832325547934, 0.02657356858253479, 0.0003137453459203243, 0.0188195388764143, -0.005322948098182678, 0.017601318657398224, 0.004036175087094307, 0.014707609079778194, -0.01809779554605484, -0.017909230664372444, -0.009207121096551418, -0.007665099110454321, -0.018768316134810448, -0.011059379205107689, -0.027269594371318817, 0.020768439397215843, -0.014901337213814259, 0.01786956563591957, 0.021872038021683693, 0.013185256160795689, -0.018565619364380836, 0.004895580466836691, -0.010794204659759998, -0.016834653913974762, 0.01518271490931511, 0.015802884474396706, -0.017821229994297028, 0.021337179467082024, -0.015896722674369812, 0.027213003486394882, -0.0015028157504275441, -0.023300252854824066, 0.01845429465174675, 0.009317880496382713, 0.010446120984852314, -0.00874740444123745, 0.02405778132379055, 0.016463005915284157, -0.020568450912833214, -0.021769793704152107, -0.005609370768070221, 0.016035402193665504, -0.012602722272276878, 0.02301246114075184, -0.000944201834499836, -0.01510747242718935, -0.0025612744502723217, -0.01008986122906208, -0.009002131409943104, 0.017508668825030327, 0.017943909391760826, -0.01588033325970173, 0.026277313008904457, 0.0007867738604545593, -0.01440067682415247, 0.004089094698429108, -0.003589530009776354, 0.0043006581254303455, -0.0023001590743660927, 0.0029736808501183987, 0.015320093370974064]"
178,"[-0.005337066948413849, -0.00685355719178915, 0.017702775076031685, 0.010654624551534653, -0.005902675446122885, 0.016110016033053398, -0.02800888568162918, -0.019814331084489822, -0.012520472519099712, 0.007284490391612053, 0.0011463856790214777, 0.0019939488265663385, 0.003068414982408285, -0.013278316706418991, -0.021912632510066032, -0.025126775726675987, 0.010221490636467934, 0.011312583461403847, -0.00184731837362051, -0.013848766684532166, 0.02035064995288849, 0.020715534687042236, 0.020945316180586815, 0.023671651259064674, 0.010181963443756104, -0.002353022340685129, 0.00902603566646576, 0.0035187723115086555, 0.025192204862833023, -0.02330905944108963, -0.02401023916900158, 0.004362162668257952, -0.014564251527190208, 0.02017231658101082, 0.0008036686340346932, -0.013030771166086197, -0.023822275921702385, 0.0177829097956419, 0.009572155773639679, -0.002461235737428069, -0.017802322283387184, 0.008237183094024658, -0.0013042099308222532, 0.001751335454173386, -0.023740047588944435, 0.024675166234374046, -0.009937272407114506, 0.001448093680664897, 0.010144868865609169, -0.025471145287156105, -0.015171795152127743, 0.009790991432964802, -0.001287210383452475, 0.017853887751698494, 0.02471837028861046, 0.015275872312486172, -0.014442184939980507, -0.011116034351289272, 0.009489675052464008, -0.018034309148788452, -0.020187873393297195, 0.02211337350308895, 0.025127317756414413, 0.023213418200612068]"
91,"[0.016584133729338646, 0.015185997821390629, 0.0004193249624222517, -0.005641505122184753, -0.007769742049276829, 0.01762591488659382, -0.012724569998681545, -0.010257339105010033, -0.004850110970437527, -0.02447710931301117, -0.017825346440076828, 0.011918182484805584, 0.004191996529698372, -0.019947510212659836, 0.018461914733052254, -0.00455608731135726, -0.029224777594208717, -0.016303420066833496, -0.017655979841947556, -0.025081157684326172, -0.01660137064754963, 0.012748006731271744, 0.014429966919124126, -0.022480906918644905, 0.004700948018580675, -0.00010041482164524496, 0.012621057219803333, -0.01781008206307888, -0.007408001460134983, -0.01087640505284071, -0.013059343211352825, 0.017124736681580544, 0.009258612059056759, -0.011521557345986366, 0.0045960829593241215, -0.020586486905813217, -0.01606694608926773, 0.003975107334554195, -0.013291871175169945, -0.013979164883494377, -0.01940743625164032, -0.00047177731175906956, -0.010794891975820065, 0.0007911772700026631, 0.02224678546190262, -0.0070110466331243515, -0.02092241495847702, 0.00795297883450985, 0.003413306549191475, -0.01296067051589489, 0.020289359614253044, 0.01882605254650116, 0.010152221657335758, -0.029405348002910614, 0.00971720740199089, -0.02729264833033085, 0.018007881939411163, -0.019225558266043663, 0.017384719103574753, 0.019846290349960327, 0.004176606889814138, -0.01061635185033083, -0.011079180054366589, 0.0010025397641584277]"
621,"[-0.01323176734149456, -0.001565844751894474, -0.009005924686789513, -0.005207128822803497, 0.01288672722876072, -0.0021981599275022745, -0.016536656767129898, -0.003118583234027028, 0.0014491397887468338, -0.019173409789800644, -0.01737697422504425, -0.011424235999584198, -0.001670141820795834, 0.00195920467376709, -0.01317686028778553, -0.003323267912492156, 0.02535993605852127, -0.024404682219028473, -0.007324474398046732, 0.010950852185487747, -0.02433319017291069, -0.014881622046232224, -0.019351547583937645, 0.018435174599289894, 0.009400253184139729, -0.015466705895960331, -0.013793746940791607, -0.019028153270483017, -0.013701649382710457, -0.017824487760663033, 0.0022105819080024958, -0.020757846534252167, -0.011003711260855198, -0.0031776924151927233, -0.01119821798056364, 0.010999653488397598, 0.0013125839177519083, 0.018697815015912056, -0.018583079800009727, 0.0018950900994241238, 0.014444689266383648, 0.023916196078062057, 0.0039330641739070415, 0.019265612587332726, -0.011198390275239944, 0.016744151711463928, 0.015327327884733677, -0.013934850692749023, -0.0013733652886003256, 0.006133498158305883, -0.021716512739658356, 0.018818816170096397, -0.0005546119646169245, -0.018322966992855072, -0.01242124754935503, 0.012553193606436253, 0.009908395819365978, -0.01277661882340908, 0.014891709201037884, 0.01889493130147457, -0.025647897273302078, 0.0065301149152219296, 0.023785455152392387, 0.02572399564087391]"
934,"[-0.02070225030183792, -0.015912050381302834, 0.019439779222011566, -0.022603802382946014, 0.0032874527387320995, -0.024645697325468063, 0.02480868063867092, 0.0037168371491134167, 0.019100461155176163, -0.010098816826939583, -0.017852988094091415, 0.02339612878859043, 0.010247991420328617, 0.006704734638333321, 0.012914536520838737, -0.009647122584283352, 0.023926785215735435, 0.02078389935195446, 0.006739323027431965, 0.014065899886190891, 0.02362142689526081, -0.0010909406701102853, 0.0044106082059443, -0.02547166869044304, 0.022471869364380836, -0.0030610226094722748, -0.0018462218577042222, -0.023366238921880722, -0.0030366270802915096, 0.022167477756738663, -0.0195903442800045, 0.010591481812298298, -0.016919290646910667, -0.026131585240364075, 0.011799084953963757, 0.009425364434719086, 0.02327485755085945, 0.014809079468250275, 0.012479824014008045, -0.009752839803695679, -0.011671624146401882, -0.0260528102517128, -0.016898222267627716, 0.01968538574874401, -0.018635159358382225, -0.02551850490272045, 0.008896751329302788, -0.0043799919076263905, 0.017129268497228622, 0.01905757561326027, 0.012897225096821785, -0.023897837847471237, 0.005606507882475853, 0.009726527146995068, -0.01843591406941414, -0.018073292449116707, -0.008312520571053028, 0.004636969417333603, -0.015397840179502964, -0.003945015370845795, -0.011821909807622433, 0.004130213521420956, 0.0014948771568015218, 0.009256194345653057]"
130,"[0.015089688822627068, 0.0009973372798413038, -0.02592950128018856, -0.02479369193315506, -0.013028984889388084, -0.02090216614305973, 0.0036320744547992945, 0.015650752931833267, 0.0021399587858468294, 0.012197601608932018, 0.0026113465428352356, 0.015425127930939198, -0.010386571288108826, 0.01255800761282444, -0.005580297205597162, -0.004523077048361301, 0.003674551844596863, 0.02267584204673767, -0.02392927184700966, -0.01315238792449236, -0.0002792807063087821, 0.0035908217541873455, -0.0024909910280257463, 0.023657966405153275, -0.020021669566631317, 0.019890446215867996, -0.014970879070460796, -0.024163279682397842, 0.001248616143129766, -0.016770778223872185, -0.0013950656866654754, 0.014480331912636757, -0.026168670505285263, 0.02468765154480934, 0.02423187904059887, -0.026410134509205818, -0.018820825964212418, 0.022721705958247185, 0.002354440512135625, 0.005671796388924122, 0.007388430647552013, 0.01525995321571827, -0.021777188405394554, -0.003501659957692027, 0.008293744176626205, 0.014451393857598305, 0.0026564071886241436, -0.009418390691280365, -0.015218810178339481, -0.007408895529806614, 0.015138871036469936, -0.0047646500170230865, -0.0013391491957008839, 0.0009798048995435238, -0.022997507825493813, 0.0023256789427250624, -0.018446974456310272, 0.010438204742968082, -0.008981825783848763, 0.019487159326672554, 0.016837013885378838, -0.004713589325547218, 0.006609912496060133, -0.012605534866452217]"
328,"[-0.01565127819776535, 0.021177399903535843, 0.009751180186867714, 0.024980872869491577, 0.018664419651031494, -0.0013416333822533488, 0.011241339147090912, 0.01553303748369217, -0.019882267341017723, -0.014959757216274738, 0.002415717812255025, -0.002329484326764941, 0.00941324234008789, 0.024027332663536072, 0.003941154107451439, -0.00339876557700336, 0.014636347070336342, 0.016702860593795776, -0.012920920737087727, 0.018223874270915985, -0.024588577449321747, 0.02265024371445179, 0.02081555314362049, 0.00694133760407567, 0.020640263333916664, 0.020623454824090004, -0.006779635325074196, 0.010299778543412685, 0.02153823897242546, -0.006763197015970945, -0.016894495114684105, 0.023905357345938683, 0.012472911737859249, 0.007522218395024538, 0.006571583915501833, 0.011796404607594013, -0.009460180066525936, -0.015022940933704376, 0.006090272217988968, 0.023258931934833527, 0.021665863692760468, 0.023554163053631783, -0.023070575669407845, 0.023561494424939156, 0.007987819612026215, -0.005977194756269455, 0.018357934430241585, -0.0065735625103116035, -0.0014253107365220785, 0.018105894327163696, -0.010093512013554573, 0.01441933773458004, -0.01603061519563198, -0.01211077906191349, 0.02925669401884079, 0.008675342425704002, 0.021328719332814217, -0.01854519173502922, -0.009563487954437733, -0.0016910479171201587, -0.01980689726769924, -0.013841552659869194, -0.022418364882469177, 0.010171781294047832]"
561,"[-0.017110494896769524, -0.004762950353324413, 0.00047755491686984897, 0.02277383767068386, -0.018372371792793274, -0.0002440874231979251, 0.02392582967877388, 0.027691155672073364, -0.015911348164081573, -0.012953256256878376, -0.007725640200078487, 0.02048316039144993, -0.02462456375360489, -0.02504293993115425, -0.024687083438038826, 0.016350094228982925, 0.023244759067893028, 0.023729385808110237, 0.015732990577816963, -0.014569759368896484, -0.024683352559804916, 0.0057563516311347485, 0.022075964137911797, 0.0051964083686470985, -0.02030213363468647, -0.02248532511293888, -0.008011776022613049, -0.0008253668784163892, -0.006283910013735294, -0.026816437020897865, -0.020816389471292496, 0.010539071634411812, 0.020852219313383102, -0.01653466373682022, -0.010010921396315098, 0.006872555240988731, -0.02176845446228981, -0.02559065818786621, -0.01325421966612339, 0.014549528248608112, -0.008130575530230999, 0.0013880375772714615, -0.021734528243541718, -0.009378178045153618, -0.02423766441643238, -0.001814241986721754, -0.002137669362127781, 0.0066007692366838455, -0.024238532409071922, 0.020109649747610092, -0.029640723019838333, 0.01845969632267952, -0.006112488452345133, 0.022311516106128693, -0.0004275827668607235, -0.0069568222388625145, 0.0021449073683470488, 0.008305680006742477, 0.003780720056965947, -0.023207880556583405, -0.0018520175945013762, -0.01207755133509636, -0.004157559480518103, -0.010106692090630531]"
627,"[0.01979118026793003, -0.018555304035544395, 0.028086284175515175, 0.01804877631366253, 0.020169947296380997, 0.0024720814544707537, -0.02310105413198471, -0.00895959883928299, -0.013553702272474766, 0.00986472237855196, 0.006707354448735714, -0.01537658553570509, -0.027606066316366196, -0.003387924050912261, -0.024413911625742912, 0.026148200035095215, 0.017392795532941818, -0.01958375796675682, 0.01613258197903633, 0.025705870240926743, -0.011323775164783001, -0.017565637826919556, -0.007917769253253937, 0.0027475119568407536, 0.02227719873189926, 0.0013988208957016468, -0.02014242857694626, 0.010034145787358284, 0.01833045668900013, -9.60909528657794e-05, -0.002354508498683572, 0.003539502853527665, 0.007704777643084526, 0.006021678447723389, 0.005847024265676737, 0.0025406288914382458, -0.001544811762869358, 0.011292573064565659, 0.025290444493293762, 0.02324310690164566, -0.028148967772722244, -0.015923921018838882, 0.013547617942094803, -0.00014551839558407664, -0.006879063323140144, 0.001743811066262424, -0.006712717469781637, 0.008245821110904217, -0.021832114085555077, 0.02402077615261078, 0.013059782795608044, -0.011828593909740448, 0.004363710526376963, -0.011017627082765102, 0.024417608976364136, -0.009781078435480595, -0.026848122477531433, -0.02491891011595726, 0.021060531958937645, -0.015482240356504917, -0.022408800199627876, -0.00908875372260809, 0.020669518038630486, 0.017919864505529404]"
109,"[-0.018943484872579575, 0.021150730550289154, -0.025096207857131958, -0.019884562119841576, 0.020067239180207253, 0.029071737080812454, -0.020960237830877304, 0.02996494248509407, -0.019437693059444427, -0.017886389046907425, -0.0164956022053957, -0.012503620237112045, -0.023869972676038742, -0.018317963927984238, 0.017304327338933945, -0.01615193299949169, 0.01596175692975521, 0.008031624369323254, -0.0007710575591772795, -0.003062251955270767, -0.015162554569542408, -0.02295042760670185, 0.027369145303964615, 0.004510601982474327, -0.003956172615289688, -0.025165069848299026, -0.0012587002711370587, -0.01578359119594097, -0.017276771366596222, 0.02077648602426052, 0.02636805735528469, 0.0023987041786313057, 0.020736156031489372, -0.0189222265034914, -0.014857961796224117, 0.014760362915694714, -0.010020066983997822, -0.0020726185757666826, 0.025102753192186356, 0.0012483602622523904, -0.009563212282955647, -0.018690302968025208, -0.016039274632930756, -0.02675294317305088, 0.01646897941827774, -0.012388236820697784, 0.001145764603279531, -0.013750480487942696, 0.005183203145861626, -0.01968209445476532, 0.026269735768437386, 0.012565221637487411, 0.005025925114750862, -0.0015179405454546213, 0.024326961487531662, 0.013158008456230164, 0.007229159586131573, 0.0075810980051755905, -0.006619077175855637, 0.006488047540187836, -0.021917114034295082, -0.017811208963394165, 0.017192695289850235, -0.02111048623919487]"
