user,embedding
7,"[0.01971423625946045, -0.029144160449504852, -0.07225123047828674, 0.0010214895009994507, 0.014800682663917542, 0.03864887356758118, -0.05371573939919472, 0.10169573128223419, 0.07956348359584808, -0.10089018940925598, -0.09301277250051498, -0.07230938971042633, -0.0771242156624794, -0.09719337522983551, -0.0018564984202384949, 0.02734251320362091, 0.007659479975700378, -0.0885721743106842, -0.0746278464794159, 0.026279836893081665, -0.02609289437532425, -0.053498171269893646, 0.059517934918403625, 0.05331094563007355, -0.04153457283973694, -0.010806843638420105, 0.0654066950082779, 0.04673159122467041, -0.09293831139802933, -0.031145870685577393, 0.044763073325157166, -0.08393513411283493, -0.06694239377975464, 0.09755909442901611, -0.057661160826683044, -0.0492783822119236, 0.014879345893859863, 0.1044912040233612, -0.027625106275081635, -0.10046498477458954, -0.003861069679260254, -0.005006261169910431, 0.05042761564254761, -0.00039668381214141846, 0.06042709946632385, 0.04988454282283783, 0.07848642766475677, -0.059667181223630905, 0.005609132349491119, -0.07563047856092453, -0.08887976408004761, 0.07478906214237213, 0.06353119015693665, -0.02551957219839096, -0.052941981703042984, 0.07854551076889038, -0.09397231042385101, 0.08816695213317871, 0.04333777725696564, -0.04918208345770836, 0.05802552402019501, 0.06629776954650879, 0.014251448214054108, 0.009672962129116058]"
94,"[-0.07206174731254578, -0.0963270515203476, -0.05112854391336441, -0.008845433592796326, 0.08109897375106812, 0.045686930418014526, -0.021882586181163788, 0.0004363507032394409, 0.013329744338989258, -0.08632852137088776, 0.05162520706653595, 0.08844298124313354, 0.08298195898532867, 0.0011374503374099731, 0.02365286648273468, 0.017233192920684814, 0.0001034960150718689, -0.028070002794265747, -0.007946103811264038, -0.05193467065691948, 0.057560086250305176, 0.0821286141872406, -0.05855131894350052, -0.04491520673036575, -0.0218004509806633, 0.06966628134250641, -0.016495510935783386, -0.01134529709815979, -0.02191869169473648, -0.05743897333741188, 0.005995720624923706, 0.0501132607460022, 0.07989785075187683, 0.0050541311502456665, 0.062358856201171875, -0.09726793318986893, -0.05985737964510918, 0.07358360290527344, 0.004213050007820129, 0.017957977950572968, 0.07377588748931885, 0.08846209943294525, 0.05974198877811432, 0.07432088255882263, -0.07245242595672607, -0.017786286771297455, -0.0937214121222496, 0.08844354748725891, -0.09130585938692093, 0.02772355079650879, 0.05967341363430023, -0.08874659240245819, 0.010623477399349213, -0.06945113837718964, 0.03930722177028656, 0.06461448967456818, 0.08622901141643524, -0.03510952740907669, -0.065497487783432, -0.07414555549621582, -0.07778958976268768, -0.009220913052558899, -0.0686194896697998, -0.030052393674850464]"
682,"[0.08221441507339478, -0.0644192025065422, -0.09466541558504105, -0.014057673513889313, -0.004880733788013458, 0.06902214884757996, 0.003030523657798767, 0.0032918602228164673, 0.06702925264835358, 0.015625163912773132, -0.049824751913547516, 0.034555792808532715, 0.010286666452884674, 0.06380702555179596, 0.06708596646785736, -0.07279057800769806, 0.03741134703159332, 0.030101433396339417, -0.01153198629617691, 0.10538811981678009, -0.027555078268051147, 0.013910084962844849, -0.05180038511753082, 0.06643976271152496, -0.040865570306777954, -0.08779919147491455, -0.02009212225675583, -0.0702647715806961, -0.02028471976518631, -0.06192144751548767, -0.032757826149463654, 0.08240360021591187, -0.0932736024260521, 0.055023014545440674, -0.013529360294342041, 0.0794411301612854, -0.07961530983448029, -0.030917450785636902, 0.02268524467945099, 0.08742113411426544, -0.044017426669597626, 0.02516476809978485, 0.06641802191734314, -0.014135591685771942, -0.01276320219039917, -0.016642004251480103, -0.09688371419906616, 0.07303313910961151, -0.010574378073215485, -0.0840306282043457, 0.09133701026439667, -0.056438595056533813, -0.033489055931568146, -0.09658023715019226, -0.09533249586820602, -0.10511444509029388, -0.0730741024017334, 0.04691280424594879, 0.010433375835418701, -0.07365818321704865, 0.04243302345275879, 0.013779155910015106, -0.022500306367874146, -0.016221225261688232]"
92,"[0.06807295978069305, -0.04218386858701706, 0.01168331503868103, 0.0864662379026413, -0.037479571998119354, -0.02699916809797287, -0.08922569453716278, 0.011817008256912231, 0.06799086928367615, 0.05512501299381256, -0.05513700097799301, 0.04083546996116638, -0.03484415262937546, -0.08293303847312927, 0.07643601298332214, -0.09977293014526367, 0.08829982578754425, 0.01187228411436081, -0.06866142153739929, 0.06961198151111603, -0.020166784524917603, -0.08772663027048111, 0.029404208064079285, 0.017074815928936005, 0.047278061509132385, -0.0803278461098671, -0.06890077888965607, 0.04656460881233215, 0.05749078094959259, -0.014418959617614746, -0.011829942464828491, -0.006816931068897247, 0.045431941747665405, 0.03886684775352478, -0.07003271579742432, 0.05143372714519501, -0.05555415898561478, -0.10134834796190262, -0.02070745825767517, -0.03850515931844711, -0.02795550227165222, 0.04925544559955597, -0.0036378279328346252, -0.07145065814256668, -0.09332007169723511, -0.09539969265460968, -0.029533110558986664, 0.09826116263866425, 0.04759931564331055, 0.0841645747423172, 0.08513545989990234, 0.050772666931152344, 0.03644202649593353, 0.021020054817199707, -0.10117938369512558, -0.09574653208255768, -0.08711232990026474, 0.03504998981952667, -0.01100669801235199, -0.03141018748283386, -0.10422401130199432, -0.05906221270561218, 0.039553165435791016, 0.010439880192279816]"
222,"[-0.05116572231054306, -0.044172946363687515, 0.019618406891822815, -0.01101093739271164, 0.01960274577140808, -0.02027406543493271, 0.06520090997219086, -0.039148859679698944, -0.04304114729166031, -0.012280188500881195, -0.011279888451099396, 0.02308531105518341, -0.07601340115070343, -0.09900680184364319, -0.009524211287498474, 0.04963614046573639, 0.027171790599822998, -0.07327611744403839, -0.019386470317840576, -0.012676544487476349, 0.05370664596557617, 0.0011580288410186768, 0.06936678290367126, 0.06875498592853546, 0.013730667531490326, -0.006847761571407318, 0.0023308172821998596, 0.08863978087902069, -0.032703183591365814, -0.034795165061950684, 0.0729392021894455, -0.05395235866308212, -0.0260501429438591, -0.10235540568828583, 0.03786724805831909, 0.09351487457752228, 0.06727336347103119, -0.0708477795124054, -0.009547144174575806, -0.08641970902681351, -0.07862821221351624, 0.008369728922843933, -0.09421677887439728, -0.01598648726940155, -0.09089077264070511, -0.03765874356031418, 0.04779323935508728, 0.0041192322969436646, -0.005433566868305206, 0.003881983458995819, 0.09695412218570709, -0.06717105209827423, 0.029677823185920715, 0.024759918451309204, -0.08427474647760391, 0.09947936236858368, 0.005920112133026123, -0.027271486818790436, 0.0686182826757431, -0.08073002099990845, 0.09541870653629303, -0.011241525411605835, -0.04392124339938164, 0.07950945198535919]"
293,"[-0.04547449201345444, 0.10148344933986664, -0.10566820949316025, -0.0029020458459854126, 0.06104592978954315, -0.10021726042032242, 0.007085829973220825, -0.03267186880111694, -0.06892497837543488, 0.027697309851646423, -0.005243763327598572, 0.027779504656791687, -0.01766282320022583, 0.03624500334262848, 0.037090033292770386, -0.042804352939128876, 0.08720619976520538, 0.03253255784511566, 0.08005955815315247, -0.09746292978525162, -0.09887847304344177, 0.10437344014644623, 0.011962831020355225, 0.07356099784374237, -0.005986176431179047, -0.03543820232152939, -0.02744191884994507, 0.03528681397438049, -0.07218445837497711, -0.03046557307243347, 0.029161304235458374, 0.0007049217820167542, 0.05511602759361267, 0.07775048911571503, 0.08069707453250885, -0.07910235226154327, -0.09697499871253967, 0.08379337191581726, 0.03217102587223053, -0.04016313701868057, 0.03655865788459778, -0.01687116175889969, 0.06543610990047455, 0.064165398478508, 0.021739348769187927, 0.06816057860851288, 0.06515751779079437, 0.005575753748416901, 0.10057675838470459, 0.03524237871170044, -0.019609935581684113, -0.10408353060483932, -0.10208006948232651, 0.05265282094478607, -0.07685858756303787, 0.0213681161403656, -0.07040788233280182, -0.07081744074821472, 0.007314369082450867, 0.05071255564689636, -0.017146393656730652, -0.04183979332447052, -0.01656719297170639, -0.007233761250972748]"
201,"[0.01294022798538208, -0.05322294682264328, -0.06401877105236053, -0.015113182365894318, -0.013554543256759644, -0.06583373248577118, 0.08095553517341614, -0.08545195311307907, 0.0684969425201416, 0.09047344326972961, 0.09714803099632263, 0.06607609987258911, 0.010654792189598083, -0.06400498747825623, 0.05871209502220154, -0.030566945672035217, -0.07113978266716003, 0.02312128245830536, 0.009438417851924896, 0.09400203824043274, -0.04008001834154129, 0.0688193291425705, 0.03199085593223572, -0.10302595049142838, -0.008651845157146454, 0.061258867383003235, 0.016903959214687347, -0.06105847284197807, -0.06295177340507507, 0.009326666593551636, 0.07315097749233246, -0.10302901268005371, 0.002387791872024536, -0.06788535416126251, 0.047889336943626404, -0.0600692443549633, -0.08147220313549042, 0.004956379532814026, 0.005669631063938141, -0.026244953274726868, 0.08872993290424347, 0.020048514008522034, 0.012367263436317444, -0.09142375737428665, -0.10072961449623108, 0.08110234141349792, -0.09106443077325821, -0.005857065320014954, 0.06088796257972717, 0.014794088900089264, 0.02777498960494995, -0.1038084328174591, 0.05084916949272156, -0.08063557744026184, -0.1012570783495903, 0.08621586859226227, 0.0018898621201515198, 0.0689479261636734, 0.0969502180814743, 0.056323543190956116, 0.011175565421581268, 0.013727650046348572, 0.0044289082288742065, -0.028403736650943756]"
59,"[-0.10451462119817734, -0.036499254405498505, -0.027454324066638947, -0.06299249827861786, -0.08492627739906311, 0.0443376749753952, -0.07054327428340912, 0.028916507959365845, -0.05593864619731903, 0.032580435276031494, -0.04806842654943466, 0.04132319986820221, 0.10543882846832275, -0.06680303812026978, -0.09214109927415848, -0.04934799298644066, 0.08449779450893402, 0.04983426630496979, -0.06460198760032654, -0.10083098709583282, -0.013742595911026001, -0.08623139560222626, 0.03991280496120453, 0.05727046728134155, -0.04330933839082718, -0.07528963685035706, 0.031735628843307495, -0.0767151489853859, -0.005011558532714844, -0.07690245658159256, 0.050175413489341736, -0.041490502655506134, 0.0649440586566925, 0.09245985746383667, -0.09126635640859604, -0.011257074773311615, 0.04312463104724884, 0.02511584758758545, -0.08655942231416702, -0.09860966354608536, 0.06665141880512238, 0.062309831380844116, -0.047582756727933884, 0.044325366616249084, -0.09197062253952026, -0.006802082061767578, 0.07135860621929169, -0.03872997313737869, 0.016578376293182373, -0.053251780569553375, 0.012104131281375885, -0.04041638225317001, 0.01664920151233673, -0.014493666589260101, 0.09653398394584656, 0.07514826953411102, 0.09181658923625946, 0.014208599925041199, 0.0724945068359375, -0.05879617854952812, 0.01951432228088379, -0.0937257707118988, -0.06702820956707001, 0.09018528461456299]"
435,"[-0.02729783207178116, -0.030777722597122192, 0.06339375674724579, 0.028542563319206238, -0.07522215694189072, 0.032177507877349854, -0.0660444051027298, 0.05836237967014313, -0.08419965207576752, 0.01367003470659256, -0.010708779096603394, -0.0950128436088562, 0.0070123448967933655, 0.08167736232280731, 0.0884404182434082, -0.04296180605888367, -0.09985633939504623, 0.08601517975330353, -0.0034800246357917786, -0.05841821804642677, -0.02919933944940567, -0.02747993916273117, 0.07356828451156616, 0.016571424901485443, 0.052513495087623596, 0.08074392378330231, -0.09750370681285858, 0.020817145705223083, -0.08108524233102798, 0.031189441680908203, 0.08109307289123535, -0.07054047286510468, 0.039899930357933044, 0.03955166041851044, 0.07665549218654633, -0.058947887271642685, -0.0956149622797966, 0.025858044624328613, 0.025851652026176453, -0.015836067497730255, -0.0976177453994751, 0.015732966363430023, 0.022008568048477173, -0.018723048269748688, 0.08204495906829834, 0.024100393056869507, 0.10218322277069092, 0.05510348081588745, 0.09400977194309235, -0.01689906418323517, -0.013432592153549194, -0.06523393839597702, -0.10245897620916367, 0.045291468501091, -0.03888404369354248, -0.08621278405189514, 0.0002971142530441284, -0.047457799315452576, 0.08289465308189392, -0.01426350325345993, -0.02941679209470749, 0.07517307996749878, 0.09899158775806427, 0.029237478971481323]"
378,"[0.05833621323108673, -0.0723000019788742, -0.038317739963531494, 0.0315949022769928, -0.0158870667219162, 0.030316099524497986, 0.05343727767467499, 0.05929127335548401, -0.001233123242855072, 0.0665140151977539, 0.053477942943573, -0.09782914817333221, -0.04645329341292381, 0.052920863032341, -0.08950166404247284, -0.04669429361820221, -0.029318787157535553, 0.08077730238437653, 0.019713208079338074, -0.0470486581325531, -0.05972591042518616, 0.01642419397830963, -0.04020804166793823, 0.0729513019323349, 0.004957124590873718, 0.0458458811044693, -0.021134614944458008, 0.07069738209247589, 0.057210683822631836, -0.09174873679876328, 0.032658323645591736, 0.07014438509941101, 0.06607261300086975, -0.05109519138932228, 0.04530404508113861, 0.04694297909736633, 0.0803772360086441, -0.08100999891757965, -0.08354945480823517, -0.0052130743861198425, 0.02342619001865387, 0.044184982776641846, -0.09553102403879166, -0.06855801492929459, 0.02362087368965149, -0.010034248232841492, 0.09461352229118347, 0.05732610821723938, 0.08309544622898102, 0.015356667339801788, 0.06137852370738983, 0.08760727941989899, 0.03239031136035919, -0.06642123311758041, -0.09862785041332245, 9.01147723197937e-05, -0.08896695077419281, -0.013557322323322296, 0.028695687651634216, 0.01076912134885788, 0.0834217369556427, 0.04224444925785065, 0.09159284830093384, -0.008770093321800232]"
880,"[0.07647845149040222, -0.04706784710288048, -0.00253894180059433, -0.054063085466623306, 0.07634802162647247, 0.08956049382686615, 0.09403231739997864, 0.04683320224285126, -0.10297705233097076, -0.036737337708473206, 0.055381253361701965, 0.10257412493228912, 0.08775605261325836, 0.012888811528682709, -0.07081641256809235, 0.06394848227500916, 0.07550150156021118, -0.06014842167496681, 0.02829653024673462, 0.0770290344953537, -0.07602979987859726, 0.044073715806007385, -0.09868087619543076, -0.03203348070383072, 0.0641724169254303, -0.005839414894580841, 0.0574045330286026, -0.07659684121608734, -0.025015152990818024, 0.04490414261817932, 0.10201653838157654, -0.056616030633449554, -0.09632229804992676, 0.01764644682407379, -0.06443068385124207, 0.05296236276626587, 0.0034874752163887024, 0.026569530367851257, -0.03046426922082901, 0.03265337646007538, 0.006881982088088989, -0.0632571429014206, 0.09848807752132416, 0.07836833596229553, 0.08364525437355042, -0.004081554710865021, -0.03730246424674988, 0.07559120655059814, 0.030998170375823975, -0.08156866580247879, 0.005911238491535187, -0.05110526457428932, 0.03190110623836517, -0.10255898535251617, 0.06004829704761505, 0.04844941198825836, 0.05430857837200165, -0.026093915104866028, 0.06215815246105194, 0.08303187787532806, 0.09014198184013367, 0.0375707745552063, 0.07990264892578125, 0.09318585693836212]"
