item,embedding
248,"[-0.014920567162334919, -0.02320537529885769, -0.012655056081712246, 0.014117743819952011, -0.006221336778253317, 0.0031368201598525047, -0.008315179497003555, 0.015145717188715935, 0.00536655867472291, -0.01870686188340187, 0.01225437130779028, -0.004097074270248413, -0.011489152908325195, 0.0023849359713494778, -0.014598301611840725, -0.023257702589035034, -0.005012196954339743, 0.021394146606326103, -0.011683862656354904, 0.013244236819446087, -0.010612878948450089, 0.01573890447616577, 0.022225551307201385, 0.0067460620775818825, 0.017696240916848183, -0.008182940073311329, 0.012438740581274033, 0.015057780779898167, 0.016456497833132744, 0.0029552311170846224, 0.01621902547776699, -0.01094556599855423, 0.0004081266815774143, -0.013172967359423637, -0.006183352321386337, 0.013814042322337627, 0.016752883791923523, 0.02381274476647377, -0.013475288636982441, 0.018990138545632362, 0.00974623579531908, 0.017912868410348892, 0.007921794429421425, -0.008136077784001827, -0.02099519595503807, 0.00659475801512599, -0.016434354707598686, -0.01386383268982172, 0.017776628956198692, 0.008127101697027683, 0.004369933158159256, 0.010423034429550171, -0.010807646438479424, 0.016697963699698448, -0.012854482978582382, 0.00567318731918931, -0.014449046924710274, 0.012561723589897156, 0.0211782306432724, 0.02134084887802601, 0.0005667085060849786, 0.001798560842871666, 0.014502483420073986, -5.4858741350471973e-05]"
291,"[0.003686212934553623, 0.0014278942253440619, -0.004367270972579718, -0.018015988171100616, -0.005264146253466606, 0.01903487928211689, 0.017116907984018326, -0.002484694356098771, -0.015071270987391472, -0.007034932263195515, -0.012147913686931133, -0.0009758330415934324, 0.011410392820835114, -0.0023493391927331686, 0.012226555496454239, -0.009734160266816616, 0.01153541449457407, -0.0016972845187410712, 0.0002785909455269575, 0.0028997997287660837, -0.008862863294780254, 0.0008375444449484348, 0.02199684828519821, 0.021620474755764008, -0.0076698665507137775, 0.0031369663774967194, -0.022870851680636406, 0.014680096879601479, 0.011539452709257603, 0.010582221671938896, -0.004724456463009119, 0.01732737571001053, 0.015684625133872032, 0.007942445576190948, -0.012566781602799892, 0.004863831680268049, -0.013365569524466991, -0.0159192755818367, -0.0007792095420882106, -0.01734830066561699, 0.010573779232800007, -0.011999627575278282, -0.013480723835527897, 0.020603854209184647, -0.01657685451209545, 0.016510240733623505, -0.013752704486250877, -0.005022968631237745, 0.00606020912528038, 0.016287434846162796, -0.007429303135722876, 0.002109219552949071, 0.0025727725587785244, 0.011497543193399906, -0.022708693519234657, 0.00403326191008091, -0.02130308374762535, -0.014287580735981464, -0.01347151305526495, -0.007926823571324348, -0.01940101943910122, -0.007548132911324501, -0.0016047920798882842, 0.016253825277090073]"
321,"[0.0038674052339047194, 0.011005843989551067, -0.015963004902005196, 0.002394901355728507, -0.001833073329180479, 0.011491525918245316, -0.01212990004569292, -0.014364681206643581, -0.011304865591228008, -0.011350225657224655, 0.02286386862397194, 0.016999872401356697, -0.009611220099031925, 0.008228917606174946, 0.013349965214729309, -0.005823898129165173, 0.0060562863945961, -0.009088404476642609, -0.009549672715365887, -0.0005623725592158735, 0.01056006271392107, -0.02005801722407341, -0.006010618060827255, 0.0074650803580880165, -0.017648404464125633, -0.020850008353590965, 0.01486121118068695, 0.015230189077556133, -0.015205154195427895, 0.005977030377835035, -0.01072489283978939, -0.01954188197851181, 0.02170369029045105, 0.009726246818900108, 0.020478570833802223, 0.005915135610848665, -0.01456628181040287, 0.019104966893792152, -0.002928760601207614, -0.00268031214363873, -0.01948188804090023, 0.01238520722836256, -0.0013308804482221603, 7.164274575188756e-05, -0.01726941578090191, -0.014465303160250187, 0.015892164781689644, 0.022125286981463432, 0.001513586612418294, 0.015030639246106148, -0.0207333043217659, 0.01544918678700924, -0.00042512494837865233, -0.013445037417113781, -0.00885399617254734, -0.01339653693139553, 0.009880741126835346, -0.017590871080756187, 0.022891663014888763, -0.020671136677265167, -0.0007222776766866446, 0.004544967319816351, 0.017781730741262436, -0.01641233265399933]"
542,"[-0.017124060541391373, -0.016425158828496933, -0.015320977196097374, 0.008323105052113533, 0.012836268171668053, 0.01745510846376419, -0.012404650449752808, 0.0008050808683037758, 0.0066704340279102325, 0.014966282062232494, 0.018953237682580948, 0.010806886479258537, 0.01645980030298233, 0.004364775959402323, -0.018866179510951042, -0.010949386283755302, -0.00048014995991252363, -0.000873020151630044, -0.012991874478757381, 0.0063265301287174225, -0.016943003982305527, -0.010474754497408867, 0.009778885170817375, 0.012979681603610516, -0.019886339083313942, 0.008738338015973568, 0.009741715155541897, -0.016543520614504814, 0.01911783777177334, 0.005841533653438091, -0.0030346508137881756, -0.019407575950026512, 0.019770078361034393, -0.005895981565117836, 0.009236603043973446, 0.0060813468880951405, -0.019700076431035995, 0.010467980988323689, -0.015818310901522636, -0.0017903507687151432, 0.010476073250174522, -0.016963141039013863, 0.020002074539661407, 0.0185271967202425, 0.013655713759362698, -0.015342735685408115, 0.008681544102728367, 0.00046861477312631905, -0.01173071376979351, -0.0237131305038929, -0.020872531458735466, -0.005872182548046112, -0.020232589915394783, 0.01969504915177822, -0.012309504672884941, 0.0075794667936861515, -0.016047336161136627, -0.004833294544368982, -0.0063883052207529545, 0.0003414613311178982, -0.0022201414685696363, -0.0008833635365590453, 0.0042965044267475605, -0.0053130523301661015]"
272,"[-0.01970251090824604, 0.00994340144097805, 0.011076997965574265, 0.01911894790828228, 0.00305978418327868, 0.014823808334767818, 0.0042374529875814915, -0.00630691135302186, -0.006459848489612341, -0.0033312218729406595, -0.0023396466858685017, -0.002968225395306945, -0.010765418410301208, 0.0119569581001997, 0.009378761053085327, -0.007867194712162018, -0.019602099433541298, -0.01567854732275009, 0.011349108070135117, -0.01008685678243637, 0.008609832264482975, -0.023938676342368126, -0.0014610689831897616, 0.0019398042932152748, -0.010870757512748241, 0.00362904230132699, -0.00014166260370984674, -0.010052173398435116, 0.008586311712861061, 0.00032949174055829644, -0.016518674790859222, -0.006842266768217087, 0.011824231594800949, 0.015495643019676208, 0.01904437318444252, 0.00633064704015851, -0.01555606722831726, 0.013624332845211029, -0.01740897446870804, 0.004242571536451578, 0.000530424527823925, 0.019356369972229004, 0.007960762828588486, -0.018573932349681854, -0.015944810584187508, 0.020459679886698723, -0.014376566745340824, -0.0020527313463389874, -0.009971203282475471, 0.018774516880512238, 0.015688324347138405, -0.015244227834045887, -0.017799433320760727, 0.005482747685164213, 0.017397185787558556, -0.015986628830432892, -0.013344841077923775, -0.005007071420550346, 0.008137074299156666, 0.018728625029325485, -0.018829481676220894, -0.005611503962427378, 8.855888154357672e-05, -0.014140197075903416]"
845,"[-0.01047856267541647, 0.012101518921554089, -0.0017395586473867297, 0.02148446813225746, 0.01870495267212391, 0.017649736255407333, -0.01218576729297638, 0.007653405889868736, -0.0170879103243351, 0.01781887374818325, -0.0030462469439953566, 0.0005192763637751341, -0.021931922063231468, -0.010518275201320648, -0.008405279368162155, -0.0170898474752903, -0.014404050074517727, 0.011491031385958195, 0.0036433087661862373, 0.012367498129606247, -0.008702813647687435, 0.002178069669753313, 0.004949773661792278, 0.014920867048203945, -0.004434611648321152, -0.0035861714277416468, -0.007971007376909256, 0.0041392105631530285, 0.014608501456677914, -0.0001399604370817542, -0.014422682113945484, 0.020937444642186165, -0.0018743515247479081, 0.0017667883075773716, 0.016848698258399963, -0.004705179017037153, 2.6440771762281656e-05, 0.004069342277944088, 0.017531903460621834, -0.007207094691693783, -0.019560493528842926, 0.01829783245921135, -0.012422320432960987, 0.017880059778690338, -0.007361931260675192, 0.0010143048129975796, -0.0013650879263877869, -0.00500961858779192, 0.016568098217248917, -0.016728302463889122, -0.010393432341516018, -0.011210700497031212, 0.01505867950618267, 0.010024632327258587, 0.0013085617683827877, -0.009810560382902622, 0.017103426158428192, -0.0011430623708292842, 0.015924805775284767, 0.015393857844173908, 0.008228404447436333, -0.007215938530862331, 0.0095381960272789, 0.01639588549733162]"
235,"[-0.005433682352304459, -0.0017405879916623235, -0.016978630796074867, 0.0022683723364025354, -0.007354395464062691, 0.02219805307686329, -0.015450844541192055, -0.01756100542843342, -0.01528212521225214, 0.007987286895513535, 0.0028783008456230164, 0.02160070836544037, -0.014904524199664593, 0.012859618291258812, 0.0034518244210630655, 0.01774546131491661, 0.004862253088504076, -0.008314769715070724, -0.006349849049001932, -0.018825585022568703, -0.016722703352570534, 0.007958061061799526, 0.011665992438793182, -0.006283431779593229, 0.008160902187228203, 0.006895525846630335, 0.013074996881186962, -0.01456894539296627, 0.015572373755276203, -0.0006322154076769948, 0.013985129073262215, -0.0011234254343435168, -0.0037283834535628557, -0.020548006519675255, -0.0034950505942106247, -0.0145969083532691, 0.00341621832922101, 0.011216728016734123, 0.018302850425243378, 0.015705643221735954, -0.015472873114049435, 0.005077013745903969, 0.007309705018997192, -0.017876653000712395, 0.014508231543004513, 0.0014173358213156462, 0.01580834947526455, -0.009985254146158695, -0.008441952988505363, 0.007385463919490576, 0.0073031047359108925, 0.005445424467325211, 0.007997270673513412, 0.018500125035643578, -0.00036754010943695903, -0.018973035737872124, -0.00825203862041235, 0.008303100243210793, 0.0020455587655305862, 0.0037244802806526423, 0.008441923186182976, 0.015108766034245491, 0.013851158320903778, 0.018825868144631386]"
674,"[-0.004885433241724968, 0.010673010721802711, 0.019345616921782494, -0.004924232140183449, -0.007552569266408682, 0.022769207134842873, -0.002575882710516453, -0.00738835334777832, 0.006700233556330204, 0.008280954323709011, -0.012487608939409256, 0.021649152040481567, 0.00012505881022661924, 0.01327340118587017, -0.02115507610142231, 0.00015322033141274005, -0.0003459818253759295, -0.012725488282740116, 0.0034133978188037872, 0.0022363741882145405, -0.012468691915273666, -0.006139802746474743, 0.012274186126887798, -0.01942729577422142, 0.0011502448469400406, 0.00989556685090065, -0.00408795615658164, 0.019665414467453957, -0.018002863973379135, 0.003296343609690666, -0.019807888194918633, 0.011271417140960693, -0.009694594889879227, -0.009595154784619808, -0.014810407534241676, 0.00031681329710409045, -0.0179735254496336, 0.016178971156477928, -0.003114642109721899, 0.008148306049406528, 0.007061484269797802, 0.005695098079741001, 0.012043796479701996, 0.018089134246110916, -0.004943166393786669, 0.017595363780856133, -0.009422889910638332, -0.0019926358945667744, -0.009328499436378479, 0.0013371629174798727, 0.006715699564665556, -0.0031453287228941917, 0.018100928515195847, -0.008361856453120708, -0.012280542403459549, -0.003382187569513917, -0.009768538177013397, -0.00863170437514782, -0.006976455915719271, 0.0022820308804512024, 0.00912868045270443, -0.00859232246875763, -0.019056551158428192, 0.012618400156497955]"
458,"[0.012186087667942047, 0.0022007408551871777, -0.017254266887903214, 0.017152993008494377, 0.008768131025135517, 0.019185030832886696, 0.01921940967440605, -0.019017422571778297, 0.016880381852388382, -0.01006022747606039, 0.0019630342721939087, 0.01718476600944996, 0.009554754942655563, -0.014880212023854256, 0.014306673780083656, -0.01185537502169609, 0.008015178143978119, -0.0004660245031118393, 0.011749602854251862, 0.011975206434726715, 0.00373062607832253, 0.014244114980101585, -0.021253369748592377, 0.022643044590950012, -0.02040473371744156, 0.018708810210227966, 0.0034653053153306246, -0.00280679389834404, 0.006981396581977606, -0.0015117928851395845, -0.023831205442547798, 0.011384263634681702, 0.002241992624476552, 0.010795448906719685, 0.011578642763197422, 0.013477829284965992, 0.016326364129781723, -0.009572998620569706, -0.00036892801290377975, -0.002009904943406582, 0.007660259492695332, -0.011283761821687222, -0.014889544807374477, 0.019870392978191376, 0.01473622489720583, -0.0036550266668200493, -0.018707187846302986, 0.02067539095878601, 0.0007753582904115319, -0.0013234061188995838, -0.00310803041793406, 0.01518239639699459, 0.0036130330990999937, 0.019320949912071228, -0.007402462884783745, 0.008334250189363956, 0.006869386415928602, 0.005580432713031769, -0.015315364114940166, 0.009425204247236252, 0.005073202773928642, 0.011561950668692589, 0.0038585877045989037, -0.02201234921813011]"
31,"[0.00389005895704031, -0.008784327656030655, 0.006711090449243784, 0.012790001928806305, 0.014724073000252247, 0.019435515627264977, 0.001742431428283453, 0.009635892696678638, 0.001810720656067133, 0.004054914228618145, -0.009415023028850555, 0.00603151973336935, 0.006881657522171736, -0.006047223228961229, 0.013928997330367565, -0.0024440186098217964, 0.009159170091152191, -0.0033721011132001877, 0.008927524089813232, 0.008439624682068825, -0.021808184683322906, -0.008142342790961266, -0.015144466422498226, -0.014655357226729393, -0.007870418950915337, 0.014189058914780617, -0.01760733686387539, -0.016628863289952278, -0.00902643147855997, -0.019233200699090958, -0.009414780884981155, -0.00043161259964108467, -0.01810929737985134, 0.0033087837509810925, -0.008692772127687931, 0.003198476741090417, -0.007378668524324894, 0.009257087484002113, 0.01706291362643242, 0.012555217370390892, 0.0029963557608425617, -0.01360295806080103, -0.014707663096487522, -0.0022278958931565285, 0.01173103041946888, -4.6032946556806564e-06, -0.014153152704238892, 0.020156854763627052, 0.012300626374781132, -0.0015848786570131779, 0.0031701340340077877, 0.00901284720748663, -0.0045067076571285725, -0.0017289315583184361, 0.01631929911673069, 0.009365538135170937, 0.014166967943310738, 0.006891832686960697, 0.014672555960714817, -0.016218720003962517, -0.015158412978053093, 0.0007085651159286499, 0.006444424856454134, 0.00023288174998015165]"
507,"[0.016943220049142838, -0.012531223706901073, -0.020882703363895416, -0.013107264414429665, -0.013333047740161419, -0.005014345981180668, 0.0015734238550066948, -0.018274417147040367, 0.01676112413406372, -0.010159647092223167, 0.008200766518712044, 0.01810755953192711, 0.010279513895511627, 0.007207176182419062, -0.007171847391873598, 0.00803496316075325, 0.01066273357719183, 0.02221742644906044, -0.0148834940046072, -0.015025487169623375, -0.014971787109971046, 0.0018774097552523017, 0.006813073996454477, 0.012780308723449707, -0.014325564727187157, 0.015619001351296902, 0.004264838993549347, 0.0013493982842192054, 0.014809093438088894, 0.016235141083598137, -0.002332621719688177, 0.0007345706108026206, -0.014972245320677757, 0.004223573952913284, -0.012318193912506104, 0.017916109412908554, -0.012936132960021496, -0.0014578732661902905, -0.006710884626954794, -0.008028303273022175, -0.004593412857502699, -0.012099192477762699, -0.019857093691825867, -0.0006684830877929926, 0.013024793937802315, 0.0042080506682395935, 0.003032428678125143, -0.021869078278541565, 0.000981585355475545, -0.017105931416153908, -0.011808582581579685, 0.0012508127838373184, 0.010492567904293537, 0.0012392678763717413, 0.015458240173757076, -0.004331004340201616, 0.004192028194665909, 0.013770408928394318, 0.008008585311472416, 0.0006503128097392619, -0.008082338608801365, -0.02532746084034443, -0.01658492721617222, 0.009671175852417946]"
602,"[-0.018679261207580566, -0.01733763888478279, -0.02177385240793228, -0.004944439046084881, 0.009897959418594837, -0.017999853938817978, -0.01620846427977085, -0.008624331094324589, 0.02234421670436859, -0.012238793075084686, 0.000407501618610695, -0.010940286330878735, -0.017647193744778633, -0.005417336244136095, -0.007645474746823311, 0.012792715802788734, 0.017928043380379677, 0.022617056965827942, -0.008158573880791664, 0.018971038982272148, 0.018763473257422447, 0.015499246306717396, -0.004555834922939539, -0.014156335964798927, 0.00841802079230547, 0.0209097471088171, 0.00020234641851857305, 0.006673650816082954, -0.001545815379358828, -0.01501009613275528, 0.011818377301096916, 0.02124052122235298, -0.006751326844096184, 0.005351488012820482, 0.024321163073182106, 0.0004355173441581428, 0.015937363728880882, 0.00946025364100933, -0.0013701717834919691, -0.02432941645383835, -0.01946217566728592, -0.019129417836666107, -0.001946634380146861, 0.010670341551303864, 0.007437845226377249, 0.0017748576356098056, -0.006697481032460928, -0.0021112454123795033, -0.022729717195034027, 0.016038786619901657, 0.005524053238332272, 0.017144694924354553, -0.017574910074472427, 0.016026485711336136, -0.010725566186010838, -0.020036010071635246, 0.01243923045694828, -0.01850801892578602, 0.0017465491546317935, -0.004689311143010855, 0.011209340766072273, 0.008090341463685036, -0.009660555981099606, 0.004404051229357719]"
435,"[-0.002378827193751931, -0.005842284299433231, -0.015023762360215187, 0.010358196683228016, 0.004041139502078295, 0.00923486053943634, -0.013745536096394062, -0.011418028734624386, -0.0057656290009617805, 0.002857946790754795, 0.0012711058370769024, -0.01979711651802063, 0.009415454231202602, 0.0029296583961695433, 0.01425156556069851, 0.009656577371060848, -9.903527097776532e-05, 0.004643966909497976, -0.010297834873199463, 0.01041770912706852, -0.021200627088546753, 0.015290386974811554, 0.0136945229023695, 0.004343198146671057, 0.011662228032946587, 0.0004022743960376829, 0.008179433643817902, 0.00031325925374403596, -0.016260886564850807, 0.021438993513584137, -0.003546338062733412, 0.012774143368005753, 0.012633418664336205, -0.0053732977248728275, -0.013317421078681946, 0.008009683340787888, 0.019933421164751053, -0.02011803910136223, 0.020913342013955116, -0.0027770232409238815, 0.009179782122373581, 0.002128210151568055, -0.01873565837740898, -0.0018433660734444857, 0.01394679956138134, -0.000698374817147851, 0.0013245763257145882, 0.007960401475429535, 0.01798880100250244, -0.023661384359002113, 0.0047949557192623615, -0.010869148187339306, -0.00576460687443614, 0.019892044365406036, 0.01896774396300316, -0.020111512392759323, 0.007276326417922974, 0.01555570401251316, -0.018928691744804382, 0.004855345003306866, -0.012146294116973877, -0.011703445576131344, -0.00969676859676838, -0.0073405178263783455]"
815,"[-0.0007722672307863832, 0.019388169050216675, -0.006559084635227919, 0.004720510449260473, 0.0021745229605585337, -0.018605120480060577, 0.009388166479766369, -0.007793532218784094, -0.0018218029290437698, 0.011756045743823051, 0.002341114915907383, -0.012411066330969334, 0.006452141795307398, -0.01795625500380993, 0.01608600839972496, -0.006853519938886166, -0.012503841891884804, 0.01818099245429039, -0.0008581455331295729, 0.00933908298611641, 0.01375532429665327, 0.01604907587170601, 0.017318760976195335, 0.020613430067896843, 0.01128349918872118, -0.00961050670593977, -0.00924160610884428, -0.005072916857898235, -0.017041528597474098, -0.00759519636631012, -0.0009618598269298673, 0.013108983635902405, 0.00666428217664361, 0.010067806579172611, -0.019661476835608482, -0.007598450873047113, -0.005298634059727192, -0.010874349623918533, -0.00467612873762846, -0.008105909451842308, -0.018684275448322296, 0.0001895177410915494, -0.006864392198622227, -0.02173982374370098, -0.020377663895487785, -0.015744321048259735, -0.01867162063717842, 0.0008175535476766527, -0.011270671151578426, -0.0033194543793797493, -0.009388665668666363, -0.005050994921475649, 0.01729690469801426, 0.013277913443744183, 0.0020732299890369177, 0.01814604550600052, 0.001957015134394169, 0.007461776956915855, 0.018194599077105522, 0.018647808581590652, 0.004088001325726509, -0.0019651756156235933, -0.0033022547140717506, 0.016702506691217422]"
265,"[-0.009772825054824352, -0.0216765608638525, -0.0046038636937737465, -0.01713775098323822, 0.005741426721215248, 0.018954897299408913, 0.004642200656235218, 0.01490787323564291, -0.009191656485199928, -0.006301100365817547, 0.005373141262680292, -0.0022605261765420437, -0.007194750942289829, -0.003592301858589053, -0.00445009209215641, 0.011609993875026703, 0.0018039608839899302, -0.002058741170912981, 0.015446696430444717, -0.007991996593773365, -0.005801786668598652, -0.005478801671415567, 0.011952141299843788, 0.017648855224251747, -0.02144331857562065, 0.01488976739346981, 0.014836772345006466, -0.01937621273100376, 0.00702632823958993, 0.009270032867789268, 0.014575941488146782, 0.005909636151045561, 0.004254959989339113, 0.016869092360138893, -0.0020641572773456573, -0.0017091264016926289, -0.008543728850781918, 0.013844456523656845, -0.015278790146112442, -0.022758392617106438, 0.00769928190857172, 0.02244630455970764, 0.02043924108147621, -0.018609995022416115, 0.012802444398403168, 0.01149659976363182, -0.009582553058862686, -0.007243801839649677, 0.0053771138191223145, 0.010869650170207024, -0.021495740860700607, 0.01229206845164299, -0.009951003827154636, -0.006418090313673019, -0.0003073778934776783, 0.015170207247138023, 0.00538893835619092, -0.017116736620664597, -0.01325109601020813, -0.004381471313536167, -0.011246575973927975, 0.014271916821599007, 0.014452273026108742, -0.015779532492160797]"
243,"[0.01619812101125717, 0.01755058765411377, -0.0006390296621248126, -0.02096487395465374, -0.017578016966581345, 0.0044438657350838184, 0.020020704716444016, 0.00016465390217490494, -0.00906754657626152, 0.018939508125185966, 0.023717980831861496, 0.01883961632847786, 0.01892051473259926, 0.011070098727941513, 0.008773322217166424, 0.01335945539176464, -0.010004882700741291, 0.010251461528241634, -0.01233468297868967, 0.010942776687443256, 7.892595021985471e-05, -0.014867286197841167, 0.02016279846429825, 0.0009072073735296726, -0.017180990427732468, 0.01697039231657982, -0.011363627389073372, 0.011752738617360592, 0.016489116474986076, -0.006502318195998669, 0.00026387194520793855, -0.007174595259130001, 0.0018154953140765429, 0.004867127630859613, 0.0023763286881148815, -0.0059396917931735516, 0.005400255788117647, -0.015527868643403053, -0.009817947633564472, -0.012963991612195969, 0.005852098111063242, 0.020387383177876472, 0.0011144953314214945, -0.00554997380822897, -0.01707809418439865, 0.009949945844709873, 0.015172895975410938, 0.00591861130669713, -0.018838265910744667, 0.01148466020822525, -0.018866000697016716, -0.0017537616658955812, 0.013757835142314434, 0.006010126788169146, -0.006168697960674763, -0.018529267981648445, -0.018911676481366158, 0.007607624400407076, 0.013008825480937958, -0.018759388476610184, 0.010833634994924068, -0.011142642237246037, 0.003386432072147727, -0.0069551412016153336]"
678,"[-0.008976038545370102, -0.019079921767115593, -0.00019115640316158533, -0.01316253561526537, -0.0022215961944311857, 0.00532638980075717, 0.01649610511958599, 0.01183562632650137, -0.016674911603331566, -0.016370877623558044, 0.020040707662701607, -0.0065461378544569016, 0.014600606635212898, -0.018170790746808052, -0.022359637543559074, -0.012879413552582264, 0.014349803328514099, 0.010214198380708694, -0.01984972134232521, -0.021375874057412148, -0.009697617962956429, 0.012193524278700352, 0.01701446995139122, -0.005672717932611704, -0.006137257441878319, -0.019744260236620903, -0.0035340962931513786, 0.00019467028323560953, 0.023360487073659897, 0.0015788974706083536, 0.003040284151211381, 0.009472725912928581, 0.016085483133792877, 0.0074827284552156925, -0.007812401279807091, 0.014542551711201668, 0.016822803765535355, 0.016387082636356354, -0.005985703784972429, 0.013233018107712269, 0.002093357965350151, -0.005737935192883015, -0.0055671315640211105, 0.015137388370931149, 0.009258485399186611, -0.016256393864750862, -0.006643354427069426, -0.006064238492399454, -0.010580302216112614, 0.015827128663659096, 0.003945083823055029, 0.0017890778835862875, -0.02293253503739834, -0.004202745854854584, 0.0110207200050354, 0.014496644027531147, -0.011337353847920895, 0.017699865624308586, 0.010842548683285713, -0.0033469342160969973, 0.006766816135495901, -0.006639794912189245, 0.01622629351913929, -0.017713550478219986]"
10,"[0.014225910417735577, -0.020875917747616768, -0.015572023577988148, -0.00535275274887681, -0.008595604449510574, 0.019827820360660553, -0.0014831869630143046, -0.011722208932042122, -0.016511529684066772, 0.015565592795610428, -0.008791444823145866, -0.005632044281810522, 0.0064263311214745045, -0.01723514311015606, -0.01982659287750721, -0.017429616302251816, 0.02131969854235649, 0.009904311038553715, 0.01944928988814354, -0.013012870214879513, -0.004864381160587072, -0.007825825363397598, 0.006662027444690466, -0.017411725595593452, -0.021210772916674614, 0.017176005989313126, -0.019691841676831245, -0.018369009718298912, -0.0010178885422647, -0.007445045746862888, -0.010578193701803684, -0.0017294037388637662, -0.014844551682472229, 0.014247976243495941, -0.007172439247369766, 0.0019229399040341377, 0.018326085060834885, 0.018546832725405693, -0.010991128161549568, 0.007463520392775536, 0.018303731456398964, -0.013028904795646667, 0.0006577263120561838, -0.013032061979174614, 0.0018621659837663174, 0.014626912772655487, -0.009598104283213615, -0.0011340664932504296, 0.01693396084010601, -0.004123173654079437, 0.010890809819102287, -0.004844424780458212, 0.014799345284700394, -0.016567908227443695, -0.019503166899085045, 0.011503094807267189, 0.009567363187670708, -0.004332136362791061, -0.00259796972386539, 0.014951619319617748, 0.009339655749499798, -0.016520066186785698, 0.012035990133881569, 0.01484124269336462]"
433,"[-0.0023378937039524317, -0.020276343449950218, -0.009877555072307587, 0.017447005957365036, 0.0030511515215039253, 0.014148137532174587, 0.020718121901154518, 0.015344166196882725, 0.00509492214769125, -0.011782960034906864, -0.014714876189827919, 0.014160389080643654, -0.0023458232171833515, -0.010618099942803383, -0.01657009869813919, 0.011263052932918072, -0.02010413631796837, 0.0023112830240279436, 0.014283946715295315, -0.018794454634189606, -0.00816926546394825, -0.008967827074229717, 0.013135585002601147, 0.015282579697668552, -0.013649046421051025, -0.013819537125527859, 0.010279682464897633, 0.004964201245456934, 0.018305765464901924, 0.01636255346238613, 0.010974042117595673, 0.008787340484559536, -0.0038018077611923218, -0.0038292782846838236, 0.0019842791371047497, -0.009224954061210155, -0.014990565367043018, -0.01712305285036564, -0.008108597248792648, 0.010778301395475864, 0.006503095384687185, -0.005876352544873953, 0.010733931325376034, 0.000590966665185988, -0.011136041954159737, -0.008641370572149754, 0.017681993544101715, 0.013533802703022957, 0.011497177183628082, -0.012749003246426582, 0.003186621004715562, -0.009566493332386017, -0.00917006004601717, 0.01694420911371708, -0.01650308445096016, -0.014373177662491798, 0.003801936050876975, -0.009933501482009888, 0.004751277156174183, 0.020804613828659058, -0.014454977586865425, -0.012068956159055233, -0.01295238547027111, -0.014979424886405468]"
588,"[-0.023426370695233345, 0.012331386096775532, -0.017810039222240448, 0.001344701973721385, 0.01396491564810276, 0.014994931407272816, 0.01577984169125557, -0.0139735396951437, -0.008441516198217869, 0.008236371912062168, 0.015682050958275795, -0.0021130142267793417, 0.0006039041327312589, 0.0012455452233552933, 0.0034323346335440874, -0.02062232792377472, -0.01662604883313179, 0.013745239935815334, 0.013299183920025826, 0.004626069683581591, -0.022347910329699516, 0.003355493303388357, -0.0007476736209355295, -0.010707392357289791, -0.006897174287587404, -0.010765881277620792, 0.007517991121858358, 0.01655561663210392, 0.016164761036634445, 0.009722540155053139, -0.019929982721805573, -0.004307227674871683, 0.010080208070576191, 0.01075479481369257, -0.018918221816420555, 0.01914834976196289, 0.008975578472018242, -0.00899726152420044, -0.003223251085728407, -0.010964046232402325, 0.007576133124530315, 0.007157749962061644, 0.00038716383278369904, 0.009346842765808105, 0.007550154346972704, 0.007823571562767029, -0.0001639485126361251, -0.018269585445523262, 0.00898707751184702, -0.015156487002968788, 0.002060249214991927, 0.017113404348492622, 0.00010117847705259919, -0.00675332872197032, 0.0052681174129247665, -0.0059887925162911415, -0.016625406220555305, -0.0038900135550647974, -0.009606710635125637, -0.0024744421243667603, 0.006618139334022999, 0.004260937683284283, 0.0025062120985239744, -0.019022367894649506]"
22,"[-0.005306555889546871, 0.01971513219177723, -0.016641991212964058, -0.0067835296504199505, 0.023667359724640846, -0.004434301517903805, 0.02055152878165245, -0.0009631570428609848, 0.01456396747380495, -0.007513720076531172, -0.004412868060171604, -0.0012348599266260862, 0.016145704314112663, 0.0030037725809961557, -0.021765556186437607, 0.011627194471657276, 0.0029707825742661953, 0.01994984969496727, -0.012802449986338615, 0.020825080573558807, 0.002752356231212616, -0.012079012580215931, 0.02140277810394764, -0.01550066564232111, 0.0035361710470169783, 0.011736482381820679, -0.019620098173618317, 0.019024843350052834, -0.019152076914906502, -0.0012990045361220837, 0.016089534386992455, 0.0007574489573016763, -0.01432330347597599, 0.01518157310783863, 0.007242497522383928, -0.015074417926371098, -0.018510103225708008, -0.0013735886896029115, -0.008768747560679913, -0.002707815496250987, -0.011426674202084541, 0.003189099719747901, -0.01759338565170765, -0.0036987895146012306, -0.011944516561925411, 0.01787399686872959, -0.002734891837462783, 0.014996767975389957, -0.00869214627891779, 0.001737170503474772, 0.004356008023023605, 0.0009912766981869936, -0.020826835185289383, 0.011202231980860233, 0.00255649839527905, 0.009294418618083, 0.012549364939332008, -0.010988776572048664, -0.013696973212063313, -0.013495836406946182, 0.007124784402549267, -0.015929244458675385, 0.003740995889529586, -0.012855500914156437]"
